signal_code,market_date,direction,triggered,resolved,entry_timestamp,entry_price,exit_timestamp,exit_price,exit_reason,return_pct,source_revision,source_hash,feature__GEX_ZScore
DIA_GEX_WASHOUT_REVERSAL,2026-01-30,LONG,True,True,2026-02-02T07:30:00-05:00,488.53,2026-02-06T16:00:00-05:00,500.98,D5_CLOSE,2.5484617116656283,dab96934e6f15699493afcf0037c72bc7adb02e81b9d792259dfdcb7f5838fc8,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.272545084170846
DIA_GEX_WASHOUT_REVERSAL,2026-02-12,LONG,True,True,2026-02-13T07:30:00-05:00,493.88,2026-02-20T16:00:00-05:00,496.13,D5_CLOSE,0.4555762533408947,8bd33dd121165e8da01abfb9f9be3eba2bb3d78c889b594bb8f14bfe2742f12f,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-2.8373426300322286
DIA_GEX_WASHOUT_REVERSAL,2026-02-13,LONG,True,True,2026-02-17T07:30:00-05:00,494.57,2026-02-23T16:00:00-05:00,488.01,D5_CLOSE,-1.3264047556463154,fd041fe6abb74a85d1176439ca57e18dc6dd46cc4cb55d9b996873c46da0c436,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.437820247053356
DIA_GEX_WASHOUT_REVERSAL,2026-02-17,LONG,True,True,2026-02-18T07:30:00-05:00,496.81,2026-02-24T16:00:00-05:00,491.75,D5_CLOSE,-1.0184980173506997,0b133c7c97ac7da634d5f9a685036d29101b84d990c8a52ca420e69a2060d5fa,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.4727344235161195
DIA_GEX_WASHOUT_REVERSAL,2026-02-18,LONG,True,True,2026-02-19T07:30:00-05:00,495.84,2026-02-25T16:00:00-05:00,494.8,D5_CLOSE,-0.20974507905775486,f8dcd9f85eeb9bf2cd010f4ca7f27dab5f81717cd6c7d8044895385e6d377362,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.1186258942909444
DIA_GEX_WASHOUT_REVERSAL,2026-02-19,LONG,True,True,2026-02-20T07:30:00-05:00,493.19,2026-02-26T16:00:00-05:00,494.92,D5_CLOSE,0.3507775907865218,4e4acab745812f2ea8a176493018bf1068e1ed0fea6f20cbe41bbc8b3b8bbc33,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.2178195210500762
DIA_GEX_WASHOUT_REVERSAL,2026-02-23,LONG,True,True,2026-02-24T07:30:00-05:00,488.96,2026-03-02T16:00:00-05:00,489.21,D5_CLOSE,0.05112892670156022,36198b6d656c07be28dd6ce6cf1318b8da0800879f19bc380d14e14b7ce189eb,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.0470123368208313
DIA_GEX_WASHOUT_REVERSAL,2026-03-18,LONG,True,True,2026-03-19T07:30:00-04:00,461.95,2026-03-25T16:00:00-04:00,464.18,D5_CLOSE,0.48273622686438866,8425725ba9983bd90a91feba3cc45dd1e0da004d5386f6a930db7a27b0e30c4f,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.847130472894735
DIA_GEX_WASHOUT_REVERSAL,2026-03-19,LONG,True,True,2026-03-20T07:30:00-04:00,458.9,2026-03-26T16:00:00-04:00,459.32,D5_CLOSE,0.09152320767051858,f6973a653c92397abe6e5db8c14b5df2d69c779f9ae6da68b4becbac06c09f2e,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.403142861218144
DIA_GEX_WASHOUT_REVERSAL,2026-03-30,LONG,True,True,2026-03-31T07:30:00-04:00,456.6,2026-04-07T16:00:00-04:00,465.9,D5_CLOSE,2.0367936925098418,5703f09029b1b1193bb5260a5de3c3eba194c483ae12ed9b9e219ba45cd7b018,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.6238886881845516
DIA_GEX_WASHOUT_REVERSAL,2026-04-29,LONG,True,True,2026-04-30T07:30:00-04:00,491.64,2026-05-06T16:00:00-04:00,498.99,D5_CLOSE,1.4949963387844711,576c5b3d3e87d9cf71ece0a8baddbace756601dd1bc04d957570559abc028bba,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.2972429866305322
DIA_GEX_WASHOUT_REVERSAL,2026-05-15,LONG,True,True,2026-05-18T07:30:00-04:00,492.31,2026-05-22T16:00:00-04:00,506.1,D5_CLOSE,2.801080619934604,81e6e9f60e5a2bd3c1f1e53c62915366850244f0eaceea86585cb5ce1ebc8400,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.517339000639235
DIA_GEX_WASHOUT_REVERSAL,2026-05-19,LONG,True,True,2026-05-20T07:30:00-04:00,495.22,2026-05-27T16:00:00-04:00,506.87,D5_CLOSE,2.3524898025120144,fab5f17744a2ad099b79fceadf9f12d428dc799744be5c2dd046a4fbac37c5fc,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.3762346674538315
DIA_GEX_WASHOUT_REVERSAL,2026-06-03,LONG,True,True,2026-06-04T07:30:00-04:00,511.58,2026-06-10T16:00:00-04:00,500.2,D5_CLOSE,-2.2244810195863773,9de232ac7b8c5de63aa544a2ba5098a82759d496150a6bc747302a011e428f12,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.234467687815054
DIA_GEX_WASHOUT_REVERSAL,2026-06-05,LONG,True,True,2026-06-08T07:30:00-04:00,511.15,2026-06-12T16:00:00-04:00,513.05,D5_CLOSE,0.3717108480876474,1717079144c3287cfd6265639a5b3c9f43fe6fd4a81bebb07ad4354b2cb28fdd,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.4224460524339952
DIA_GEX_WASHOUT_REVERSAL,2026-06-08,LONG,True,True,2026-06-09T07:30:00-04:00,509.99,2026-06-15T16:00:00-04:00,518.49,D5_CLOSE,1.666699347046019,2eebefad309d6431428d622cb65f59661e45cdab2bc959d0cde74c42bc3364e0,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.1359383612618232
DIA_GEX_WASHOUT_REVERSAL,2026-06-09,LONG,True,True,2026-06-10T07:30:00-04:00,504.91,2026-06-16T16:00:00-04:00,521.49,D5_CLOSE,3.2837535402348905,920640304a1188d37f303c6efd478c52d91971b71a3bb1694a42aa985732a972,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.0493106302489603
DIA_GEX_WASHOUT_REVERSAL,2026-06-10,LONG,True,True,2026-06-11T07:30:00-04:00,503.89,2026-06-17T16:00:00-04:00,516.3,D5_CLOSE,2.4628391117108794,8491de533731e8ea0a99c3a9b1e9c6ea4c3d719acb7e12a9f918e0d6bdfd00ca,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.8549342437921232
DIA_GEX_WASHOUT_REVERSAL,2026-07-17,LONG,True,True,2026-07-20T07:30:00-04:00,522.01,2026-07-24T16:00:00-04:00,518.79,D5_CLOSE,-0.6168464205666635,ec3cc5a145daeffa571eae02d87c6ba8b822bf7e27b8bad35fd3f6350de28a47,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.9141636469001773
DIA_GEX_WASHOUT_REVERSAL,2026-07-20,LONG,True,True,2026-07-21T07:30:00-04:00,519.43,2026-07-27T16:00:00-04:00,521.34,D5_CLOSE,0.3677107598714091,24ef0cdfe8605ae9df7ac251abc699df848b6696de7fead58b18092f5bbea7f4,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-2.165137395203006
DIA_GEX_WASHOUT_REVERSAL,2026-07-21,LONG,True,True,2026-07-22T07:30:00-04:00,520.82,2026-07-28T16:00:00-04:00,526.94,D5_CLOSE,1.175070081794094,1ac111ed509fd855836f4536ad08ade121d038be93b03ae871fefbad27c32ab6,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.6445189709691674
DIA_GEX_WASHOUT_REVERSAL,2026-07-23,LONG,True,True,2026-07-24T07:30:00-04:00,518.45,2026-07-30T16:00:00-04:00,521.53,D5_CLOSE,0.594078503230766,5e4ee501bffe23351dc357d0dba856a1c9743eb92ebb800be04ef5afa19ea0dd,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.8864054832219856
DIA_GEX_WASHOUT_REVERSAL,2026-07-24,LONG,True,True,2026-07-27T07:30:00-04:00,524.3,2026-07-31T16:00:00-04:00,524.26,D5_CLOSE,-0.00762921991225296,307058d9b0c417ea2205b7dc0c28b17ba7c0c87caa66f31255d9dffa6353f56c,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.0434358992173365
DIA_GEX_WASHOUT_REVERSAL,2026-07-29,LONG,True,True,2026-07-30T07:30:00-04:00,517.69,2026-08-05T16:00:00-04:00,542.79,D5_CLOSE,4.848461434449169,742c504b458ab7d2b9009218a8da6766624e94fe5f077ea8436c13c4a832e484,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.4031495665125897
DIA_GEX_WASHOUT_REVERSAL,2026-08-17,LONG,True,True,2026-08-18T07:30:00-04:00,534.15,2026-08-24T16:00:00-04:00,533.66,D5_CLOSE,-0.09173453149864397,eea7cbf594eba30bf6db6972566a547d3ffbf198d5bb0675fe6c89337955e658,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.0014905579243705
DIA_GEX_WASHOUT_REVERSAL,2026-08-18,LONG,True,True,2026-08-19T07:30:00-04:00,533.37,2026-08-25T16:00:00-04:00,535.23,D5_CLOSE,0.3487260250857771,ff117cd6dd64fa3191d00c76319fe104fb63d45c0c7032a1efaeecb251488906,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.7309089932528436
DIA_GEX_WASHOUT_REVERSAL,2026-08-19,LONG,True,True,2026-08-20T07:30:00-04:00,532.4,2026-08-26T16:00:00-04:00,534.23,D5_CLOSE,0.3437265214124796,fdbf082583ec813947c597806ab47ebe997e76653b34b2568f2878283f062680,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-1.3367518213058809
DIA_GEX_WASHOUT_REVERSAL,2026-08-20,LONG,True,False,2026-08-21T07:30:00-04:00,529.9,,,UNRESOLVED_REQUIRED_BAR_NOT_YET_AVAILABLE,,1511078e52307198a86c8446a9f0c2416311005409b2a94fbe14621f51fd3f35,da99f11d8fb6304ea3c858167178aba14b098fceff14b981623b55704d9a13c4,-2.737884999364782
