signal_code,market_date,direction,triggered,resolved,entry_timestamp,entry_price,exit_timestamp,exit_price,exit_reason,return_pct,source_revision,source_hash,feature__Price_SMA20,feature__Price_SMA50,feature__BuyCall_GEXDeltaPerc_Rank60
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-05-19,SHORT,True,True,2026-05-20T07:30:00-04:00,135.86,2026-05-27T16:00:00-04:00,127.77,D5_CLOSE,5.954659208008262,6adbb5e73bbf39a53b97a0c1ec481f6a40edf348737543341fecddbeeaa9bbe6,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,135.746315,131.568367,0.288135593220339
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-05-20,SHORT,True,True,2026-05-21T07:30:00-04:00,129.55,2026-05-28T16:00:00-04:00,126.13,D5_CLOSE,2.6399073716711796,8fd5a0966098c31906885ecf5a77cdd6149e531a4390cc9b38746c39582628ae,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,135.402105,131.652448,0.0
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-05-22,SHORT,True,True,2026-05-26T07:30:00-04:00,129.9,2026-06-01T16:00:00-04:00,125.39,D5_CLOSE,3.471901462663596,e3f75a98e064d370dc3c574983bcbabc5d08eb41d139052ee9c6ba920209ba69,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,134.661052,131.612448,0.11864406779661017
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-05-26,SHORT,True,True,2026-05-27T07:30:00-04:00,126.53,2026-06-02T16:00:00-04:00,130.9,D5_CLOSE,-3.453726388998657,469ea79806f4a7ba2d7aa2e31403bab80b0d24054ed59c641f3ecd5b77e6ea99,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,134.295263,131.461836,0.7288135593220338
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-05-27,SHORT,True,True,2026-05-28T07:30:00-04:00,124.55,2026-06-03T16:00:00-04:00,127.28,D5_CLOSE,-2.1918908069048504,aad00fb62c72235f02e3078300cbfcf5ee2bcab6145eadff4e782e90a282c35a,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,134.087894,131.287755,0.576271186440678
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-05-29,SHORT,True,True,2026-06-01T07:30:00-04:00,125.46,2026-06-05T16:00:00-04:00,121.04,D5_CLOSE,3.5230352303522894,b4c477cd0ec043e940e52a894cba65d8a4da938aad30dbe4eae90d0c91de4a3b,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,133.142631,130.899387,0.559322033898305
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-06-01,SHORT,True,True,2026-06-02T07:30:00-04:00,132.46,2026-06-08T16:00:00-04:00,120.07,D5_CLOSE,9.35376717499623,c504d094862478cd3abe31770553f0619f20cfc51600ab359246b2b307047f9a,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,132.855789,130.668571,0.7796610169491526
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-06-02,SHORT,True,True,2026-06-03T07:30:00-04:00,129.37,2026-06-09T16:00:00-04:00,119.68,D5_CLOSE,7.490144546649146,a4baa5686a16c1d34d4bcc66974138480ef53cc55592d0a506c0234d0053d8d6,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,132.876315,130.551224,0.3050847457627119
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-06-03,SHORT,True,True,2026-06-04T07:30:00-04:00,126.4,2026-06-10T16:00:00-04:00,115.44,D5_CLOSE,8.670886075949369,15c30ebb6120f53546a275e889c82a851c6abda38ca802e10580941c6c139a8b,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,132.630526,130.403877,0.4745762711864407
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-06-04,SHORT,True,True,2026-06-05T07:30:00-04:00,125.6,2026-06-11T16:00:00-04:00,112.69,D5_CLOSE,10.278662420382167,2817007f2beaa03091ff6612e3d3cf269408d36c053e28af27bba9b558ac60a5,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,132.338421,130.425306,0.6949152542372882
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-06-08,SHORT,True,True,2026-06-09T07:30:00-04:00,121.27,2026-06-15T16:00:00-04:00,112.56,D5_CLOSE,7.182320441988943,f1eda9b6f1340eec6d38d5e1a268834dcb693d9b8334153e0dd0fb1a7b713958,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,130.728,130.27551,0.6610169491525424
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-03,SHORT,True,True,2026-08-04T07:30:00-04:00,127.19,2026-08-10T16:00:00-04:00,132.28,D5_CLOSE,-4.001886940797239,d7f16cf0d74497cdf730f1795a1cebb9ea09af0486b4c92365055b152cd19219,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,114.8785,113.9318,0.1016949152542373
