Token	ObservationDate	HoldValue	TradeValue	ASXCode	AvgHoldValue	MAAvgHoldKey	MAAvgHoldValue
MINING SERVICES	21/04/2016	85262.3702	4091.7	1	85262.3702	SMA30	91484.90968
MINING SERVICES	22/04/2016	79367.3328	9748.32	1	79367.3328	SMA30	90847.14247
MINING SERVICES	26/04/2016	76491.7048	8448.16	1	76491.7048	SMA30	90129.37059
MINING SERVICES	27/04/2016	76491.7048	13236.16	1	76491.7048	SMA30	89479.95793
MINING SERVICES	28/04/2016	70596.6674	37679.34	1	70596.6674	SMA30	88621.62655
MINING SERVICES	29/04/2016	70596.6674	15869.12	1	70596.6674	SMA30	87837.93267
MINING SERVICES	2/05/2016	82386.7422	49965.6	1	82386.7422	SMA30	87610.79973
MINING SERVICES	3/05/2016	82386.7422	1363.74	1	82386.7422	SMA30	87401.83743
MINING SERVICES	4/05/2016	82386.7422	8377.26	1	82386.7422	SMA30	87208.94915
MINING SERVICES	5/05/2016	79367.3328	1236.48	1	79367.3328	SMA30	86918.51892
MINING SERVICES	6/05/2016	79367.3328	2660.64	1	79367.3328	SMA30	86648.8337
MINING SERVICES	9/05/2016	76491.7048	9490.88	1	76491.7048	SMA30	86298.58788
MINING SERVICES	10/05/2016	73544.1861	3836.25	1	73544.1861	SMA30	85873.44115
MINING SERVICES	11/05/2016	73544.1861	22403.7	1	73544.1861	SMA30	85475.72325
MINING SERVICES	12/05/2016	73544.1861	9831.03	1	73544.1861	SMA30	84622.31106
MINING SERVICES	13/05/2016	73544.1861	13687.74	1	73544.1861	SMA30	83768.89888
MINING SERVICES	16/05/2016	73544.1861	25186.26	1	73544.1861	SMA30	83105.6492
MINING SERVICES	17/05/2016	76491.7048	2468.48	1	76491.7048	SMA30	82632.56201
MINING SERVICES	18/05/2016	105895.0011	140273.79	1	105895.0011	SMA30	83107.96825
MINING SERVICES	19/05/2016	88209.8889	21840.6	1	88209.8889	SMA30	83012.88701
MINING SERVICES	20/05/2016	88209.8889	6908.01	1	88209.8889	SMA30	82917.80576
MINING SERVICES	23/05/2016	94104.9263	1479.17	1	94104.9263	SMA30	83012.88701
MINING SERVICES	24/05/2016	94104.9263	1479.17	1	94104.9263	SMA30	82917.80576
MINING SERVICES	25/05/2016	94104.9263	1479.17	1	94104.9263	SMA30	82822.72451
MINING SERVICES	26/05/2016	67649.1487	162614.21	1	67649.1487	SMA30	82064.39358
MINING SERVICES	27/05/2016	67649.1487	104243.98	1	67649.1487	SMA30	81306.06265
MINING SERVICES	30/05/2016	64701.63	45171	1	64701.63	SMA30	80452.65046
MINING SERVICES	31/05/2016	70596.6674	91974.12	1	70596.6674	SMA30	79884.48203
MINING SERVICES	1/06/2016	64701.63	56052	1	64701.63	SMA30	79221.23235
MINING SERVICES	2/06/2016	64701.63	136575	1	64701.63	SMA30	78557.98266
MINING SERVICES	3/06/2016	71890.7	40870	1	71890.7	SMA30	78126.63846
MINING SERVICES	6/06/2016	75485.235	62107.5	1	75485.235	SMA30	77811.247
MINING SERVICES	7/06/2016	64701.63	56376	1	64701.63	SMA30	77338.15982
MINING SERVICES	8/06/2016	66139.444	8454.8	1	66139.444	SMA30	77004.21592
MINING SERVICES	9/06/2016	63982.723	54984.2	1	63982.723	SMA30	76600.70038
MINING SERVICES	10/06/2016	60388.188	16783.2	1	60388.188	SMA30	76271.39459
MINING SERVICES	14/06/2016	61107.095	27310.5	1	61107.095	SMA30	75965.27935
MINING SERVICES	15/06/2016	60388.188	43990.8	1	60388.188	SMA30	75255.64857
MINING SERVICES	16/06/2016	59669.281	5826.6	1	59669.281	SMA30	74522.82724
MINING SERVICES	17/06/2016	58950.374	9093.8	1	58950.374	SMA30	73766.81536
MINING SERVICES	20/06/2016	58950.374	2993	1	58950.374	SMA30	73108.20379
MINING SERVICES	21/06/2016	58231.467	48940.2	1	58231.467	SMA30	72426.40167
MINING SERVICES	22/06/2016	57512.56	18280	1	57512.56	SMA30	71814.17119
MINING SERVICES	23/06/2016	58231.467	10335.6	1	58231.467	SMA30	71320.21251
MINING SERVICES	24/06/2016	58231.467	7978.5	1	58231.467	SMA30	70826.25383
MINING SERVICES	27/06/2016	60388.188	8106	1	60388.188	SMA30	70401.86679
MINING SERVICES	28/06/2016	61107.095	77792	1	61107.095	SMA30	70000.67031
MINING SERVICES	29/06/2016	60388.188	12902.4	1	60388.188	SMA30	69576.28327
MINING SERVICES	30/06/2016	60388.188	13918.8	1	60388.188	SMA30	69056.81499
MINING SERVICES	1/07/2016	59669.281	22210.8	1	59669.281	SMA30	67565.66273
MINING SERVICES	4/07/2016	58950.374	41631.4	1	58950.374	SMA30	66621.80741
MINING SERVICES	5/07/2016	59669.281	62938.9	1	59669.281	SMA30	65701.14264
MINING SERVICES	6/07/2016	64701.63	66357	1	64701.63	SMA30	64752.64921
MINING SERVICES	7/07/2016	66139.444	186603.6	1	66139.444	SMA30	63850.53687
MINING SERVICES	8/07/2016	59669.281	187779.2	1	59669.281	SMA30	62739.70961
MINING SERVICES	11/07/2016	63263.816	296780	1	63263.816	SMA30	62598.24726
MINING SERVICES	12/07/2016	63982.723	267017.8	1	63982.723	SMA30	62479.97546
MINING SERVICES	13/07/2016	69733.979	503236	1	69733.979	SMA30	62642.3093
MINING SERVICES	14/07/2016	82674.305	931247	1	82674.305	SMA30	63031.91052
MINING SERVICES	15/07/2016	79079.77	226897	1	79079.77	SMA30	63495.72148
MINING SERVICES	18/07/2016	79079.77	150612	1	79079.77	SMA30	63959.53245
MINING SERVICES	19/07/2016	71890.7	267770	1	71890.7	SMA30	63959.53245
MINING SERVICES	20/07/2016	71890.7	42470	1	71890.7	SMA30	63843.57971
MINING SERVICES	21/07/2016	71171.793	133699.5	1	71171.793	SMA30	64052.29465
MINING SERVICES	22/07/2016	71171.793	161320.5	1	71171.793	SMA30	64214.62848
MINING SERVICES	25/07/2016	69733.979	79520.6	1	69733.979	SMA30	64400.15287
MINING SERVICES	26/07/2016	69733.979	167228	1	69733.979	SMA30	64701.63
MINING SERVICES	27/07/2016	75485.235	202135.5	1	75485.235	SMA30	65165.44097
MINING SERVICES	28/07/2016	75485.235	158067	1	75485.235	SMA30	65652.44248
MINING SERVICES	29/07/2016	75485.235	143440.5	1	75485.235	SMA30	66162.63455
MINING SERVICES	1/08/2016	75485.235	53707.5	1	75485.235	SMA30	66696.01716
MINING SERVICES	2/08/2016	76923.049	47304.7	1	76923.049	SMA30	67275.78087
MINING SERVICES	3/08/2016	82674.305	163840.5	1	82674.305	SMA30	68064.25952
MINING SERVICES	4/08/2016	100646.98	1003002	1	100646.98	SMA30	69455.69242
MINING SERVICES	5/08/2016	97052.445	419769	1	97052.445	SMA30	70707.98203
MINING SERVICES	8/08/2016	97052.445	143194.5	1	97052.445	SMA30	71960.27165
MINING SERVICES	9/08/2016	93457.91	75205	1	93457.91	SMA30	73027.03687
MINING SERVICES	10/08/2016	100646.98	429156	1	100646.98	SMA30	74302.51703
MINING SERVICES	11/08/2016	100646.98	113862	1	100646.98	SMA30	75601.18774
MINING SERVICES	12/08/2016	100646.98	94976	1	100646.98	SMA30	76899.85845
MINING SERVICES	15/08/2016	97052.445	109849.5	1	97052.445	SMA30	78105.76697
MINING SERVICES	16/08/2016	97052.445	71752.5	1	97052.445	SMA30	79334.86603
MINING SERVICES	17/08/2016	100646.98	232918	1	100646.98	SMA30	80656.72729
MINING SERVICES	18/08/2016	118619.655	981205.5	1	118619.655	SMA30	82396.01842
MINING SERVICES	19/08/2016	122214.19	1338138	1	122214.19	SMA30	84204.88119
MINING SERVICES	22/08/2016	107836.05	479985	1	107836.05	SMA30	85758.64794
MINING SERVICES	23/08/2016	97052.445	639805.5	1	97052.445	SMA30	86848.60371
MINING SERVICES	24/08/2016	93457.91	621569	1	93457.91	SMA30	87799.41619
MINING SERVICES	25/08/2016	97052.445	114642	1	97052.445	SMA30	88680.65703
MINING SERVICES	26/08/2016	100646.98	20706	1	100646.98	SMA30	89260.42074
MINING SERVICES	29/08/2016	93457.91	241033	1	93457.91	SMA30	89724.23171
MINING SERVICES	30/08/2016	93457.91	42900	1	93457.91	SMA30	90188.04268
MINING SERVICES	31/08/2016	86268.84	161964	1	86268.84	SMA30	90651.85365
MINING SERVICES	1/09/2016	86268.84	83808	1	86268.84	SMA30	91115.66461
MINING SERVICES	2/09/2016	89863.375	41912.5	1	89863.375	SMA30	91718.61887
MINING SERVICES	5/09/2016	89863.375	7550	1	89863.375	SMA30	92321.57313
MINING SERVICES	6/09/2016	86268.84	10164	1	86268.84	SMA30	92854.95574
MINING SERVICES	7/09/2016	89863.375	19687.5	1	89863.375	SMA30	93504.2911
MINING SERVICES	8/09/2016	82674.305	56189	1	82674.305	SMA30	93736.19658
MINING SERVICES	9/09/2016	86268.84	66912	1	86268.84	SMA30	94084.05481
MINING SERVICES	12/09/2016	75485.235	87234	1	75485.235	SMA30	94084.05481
MINING SERVICES	13/09/2016	79079.77	75273	1	79079.77	SMA30	94200.00755
MINING SERVICES	14/09/2016	79079.77	42988	1	79079.77	SMA30	94269.57919
MINING SERVICES	15/09/2016	79079.77	8459	1	79079.77	SMA30	94153.62645
MINING SERVICES	16/09/2016	79079.77	40799	1	79079.77	SMA30	93457.91
MINING SERVICES	19/09/2016	89863.375	28975	1	89863.375	SMA30	93226.00452
MINING SERVICES	20/09/2016	97052.445	1689079.5	1	97052.445	SMA30	93226.00452
MINING SERVICES	21/09/2016	97052.445	252099	1	97052.445	SMA30	93341.95726
MINING SERVICES	22/09/2016	97052.445	291856.5	1	97052.445	SMA30	93226.00452
MINING SERVICES	23/09/2016	100646.98	804972	1	100646.98	SMA30	93226.00452
MINING SERVICES	26/09/2016	100646.98	101164	1	100646.98	SMA30	93226.00452
MINING SERVICES	27/09/2016	97052.445	75640.5	1	97052.445	SMA30	93226.00452
MINING SERVICES	28/09/2016	93457.91	128895	1	93457.91	SMA30	93110.05177
MINING SERVICES	29/09/2016	97052.445	36936	1	97052.445	SMA30	92994.09903
MINING SERVICES	30/09/2016	97052.445	66042	1	97052.445	SMA30	92298.38258
MINING SERVICES	3/10/2016	98849.7125	113148.75	1	98849.7125	SMA30	91544.68976
MINING SERVICES	4/10/2016	107836.05	978900	1	107836.05	SMA30	91544.68976
MINING SERVICES	5/10/2016	100646.98	665154	1	100646.98	SMA30	91660.6425
MINING SERVICES	6/10/2016	100646.98	230986	1	100646.98	SMA30	91892.54798
MINING SERVICES	7/10/2016	100646.98	200046	1	100646.98	SMA30	92008.50073
MINING SERVICES	10/10/2016	107836.05	862020	1	107836.05	SMA30	92240.40621
MINING SERVICES	11/10/2016	129403.26	1619046	1	129403.26	SMA30	93399.93363
MINING SERVICES	12/10/2016	129403.26	1587546	1	129403.26	SMA30	94559.46105
MINING SERVICES	13/10/2016	115025.12	547744	1	115025.12	SMA30	95487.08298
MINING SERVICES	14/10/2016	122214.19	364650	1	122214.19	SMA30	96646.6104
MINING SERVICES	17/10/2016	140186.865	1755136.5	1	140186.865	SMA30	98269.94879
MINING SERVICES	18/10/2016	136592.33	2372112	1	136592.33	SMA30	99777.33444
MINING SERVICES	19/10/2016	140186.865	328672.5	1	140186.865	SMA30	101516.6256
MINING SERVICES	20/10/2016	147375.935	525394.5	1	147375.935	SMA30	103371.8694
MINING SERVICES	21/10/2016	150970.47	1069824	1	150970.47	SMA30	105574.9715
MINING SERVICES	24/10/2016	143781.4	598640	1	143781.4	SMA30	107430.2154
MINING SERVICES	25/10/2016	158159.54	708510	1	158159.54	SMA30	110097.1285
MINING SERVICES	26/10/2016	147375.935	776048	1	147375.935	SMA30	112300.2306
MINING SERVICES	27/10/2016	132997.795	556850	1	132997.795	SMA30	114039.5217
MINING SERVICES	28/10/2016	141624.679	253716.3	1	141624.679	SMA30	116057.0994
MINING SERVICES	31/10/2016	140186.865	417826.5	1	140186.865	SMA30	118028.296
MINING SERVICES	1/11/2016	125808.725	557322.5	1	125808.725	SMA30	119187.8234
MINING SERVICES	2/11/2016	122214.19	667216	1	122214.19	SMA30	119999.4926
MINING SERVICES	3/11/2016	136592.33	972553	1	136592.33	SMA30	121274.9728
MINING SERVICES	4/11/2016	136592.33	973199	1	136592.33	SMA30	122550.453
MINING SERVICES	7/11/2016	140186.865	131126.385	1	140186.865	SMA30	123825.9331
MINING SERVICES	8/11/2016	140186.865	131126.385	1	140186.865	SMA30	125101.4133
MINING SERVICES	9/11/2016	129403.26	1794654	1	129403.26	SMA30	126144.988
MINING SERVICES	10/11/2016	143781.4	732260	1	143781.4	SMA30	127768.3263
MINING SERVICES	11/11/2016	140186.865	173325.945	1	140186.865	SMA30	129159.7592
MINING SERVICES	14/11/2016	136592.33	263530	1	136592.33	SMA30	130435.2394
MINING SERVICES	15/11/2016	132997.795	144022.5	1	132997.795	SMA30	131536.7905
MINING SERVICES	16/11/2016	132997.795	160506	1	132997.795	SMA30	132348.4597
MINING SERVICES	17/11/2016	129403.26	93094.92	1	129403.26	SMA30	133276.0816
MINING SERVICES	18/11/2016	129403.26	320094	1	129403.26	SMA30	134203.7035
MINING SERVICES	21/11/2016	125808.725	213220	1	125808.725	SMA30	135015.3727
MINING SERVICES	22/11/2016	125808.725	163835	1	125808.725	SMA30	135595.1364
MINING SERVICES	23/11/2016	125808.725	183925	1	125808.725	SMA30	135479.1837
MINING SERVICES	24/11/2016	125808.725	54488.35	1	125808.725	SMA30	135363.2309
MINING SERVICES	25/11/2016	125808.725	54488.35	1	125808.725	SMA30	135711.0892
MINING SERVICES	28/11/2016	158159.54	969584	1	158159.54	SMA30	136870.6166
MINING SERVICES	29/11/2016	150970.47	508074	1	150970.47	SMA30	137218.4748
MINING SERVICES	30/11/2016	158159.54	700832	1	158159.54	SMA30	137914.1913
MINING SERVICES	1/12/2016	150970.47	427308	1	150970.47	SMA30	138262.0495
MINING SERVICES	2/12/2016	148813.749	40633.893	1	148813.749	SMA30	138308.4306
MINING SERVICES	5/12/2016	129403.26	292050	1	129403.26	SMA30	137612.7141
MINING SERVICES	6/12/2016	132997.795	251711	1	132997.795	SMA30	137264.8559
MINING SERVICES	7/12/2016	140186.865	482040	1	140186.865	SMA30	136685.0922
MINING SERVICES	8/12/2016	143781.4	239280	1	143781.4	SMA30	136569.1395
MINING SERVICES	9/12/2016	140186.865	221032.5	1	140186.865	SMA30	136801.0449
MINING SERVICES	12/12/2016	143781.4	163420	1	143781.4	SMA30	136870.6166
MINING SERVICES	13/12/2016	143781.4	84540	1	143781.4	SMA30	136986.5693
MINING SERVICES	14/12/2016	147375.935	298582.5	1	147375.935	SMA30	137682.2858
MINING SERVICES	15/12/2016	143781.4	4940	1	143781.4	SMA30	138378.0022
MINING SERVICES	16/12/2016	140186.865	104968.5	1	140186.865	SMA30	138493.955
MINING SERVICES	19/12/2016	136592.33	48697	1	136592.33	SMA30	138493.955
MINING SERVICES	20/12/2016	136592.33	134881	1	136592.33	SMA30	138378.0022
MINING SERVICES	21/12/2016	136592.33	210425	1	136592.33	SMA30	138262.0495
MINING SERVICES	22/12/2016	136592.33	76950	1	136592.33	SMA30	138493.955
MINING SERVICES	23/12/2016	136592.33	159391	1	136592.33	SMA30	138262.0495
MINING SERVICES	28/12/2016	136592.33	159391	1	136592.33	SMA30	138146.0967
MINING SERVICES	29/12/2016	136592.33	127794	1	136592.33	SMA30	138146.0967
MINING SERVICES	30/12/2016	143781.4	12600	1	143781.4	SMA30	138493.955
MINING SERVICES	2/01/2017	143781.4	12600	1	143781.4	SMA30	138841.8132
MINING SERVICES	3/01/2017	136592.33	137294	1	136592.33	SMA30	139073.7187
MINING SERVICES	4/01/2017	136592.33	304152	1	136592.33	SMA30	139305.6242
MINING SERVICES	5/01/2017	140186.865	68347.5	1	140186.865	SMA30	139769.4351
MINING SERVICES	6/01/2017	143781.4	74540	1	143781.4	SMA30	140349.1988
MINING SERVICES	9/01/2017	140186.865	10023	1	140186.865	SMA30	140813.0098
MINING SERVICES	10/01/2017	136592.33	125723	1	136592.33	SMA30	141160.868
MINING SERVICES	11/01/2017	140186.865	144397.5	1	140186.865	SMA30	141624.679
MINING SERVICES	12/01/2017	140186.865	144397.5	1	140186.865	SMA30	141044.9153
MINING SERVICES	13/01/2017	140186.865	144397.5	1	140186.865	SMA30	140697.0571
MINING SERVICES	16/01/2017	129403.26	159624	1	129403.26	SMA30	139769.4351
MINING SERVICES	17/01/2017	129403.26	7200	1	129403.26	SMA30	139073.7187
MINING SERVICES	18/01/2017	122214.19	285617	1	122214.19	SMA30	138215.6684
MINING SERVICES	19/01/2017	122214.19	86819	1	122214.19	SMA30	137983.7629
MINING SERVICES	20/01/2017	136592.33	183844	1	136592.33	SMA30	138099.7157
MINING SERVICES	23/01/2017	132997.795	173215.5	1	132997.795	SMA30	137867.8102
MINING SERVICES	24/01/2017	132997.795	213952.5	1	132997.795	SMA30	137519.9519
MINING SERVICES	25/01/2017	136592.33	100890	1	136592.33	SMA30	137403.9992
MINING SERVICES	27/01/2017	136592.33	44669	1	136592.33	SMA30	137172.0937
MINING SERVICES	30/01/2017	136592.33	80959	1	136592.33	SMA30	136940.1882
MINING SERVICES	31/01/2017	129403.26	114030	1	129403.26	SMA30	136360.4245
MINING SERVICES	1/02/2017	129403.26	114030	1	129403.26	SMA30	135896.6136
MINING SERVICES	2/02/2017	129403.26	114030	1	129403.26	SMA30	135548.7553
MINING SERVICES	3/02/2017	129403.26	114030	1	129403.26	SMA30	135316.8498
MINING SERVICES	6/02/2017	125808.725	154017.5	1	125808.725	SMA30	134968.9916
MINING SERVICES	7/02/2017	129403.26	104184	1	129403.26	SMA30	134737.0861
MINING SERVICES	8/02/2017	129403.26	269064	1	129403.26	SMA30	134505.1807
MINING SERVICES	9/02/2017	129403.26	269064	1	129403.26	SMA30	134273.2752
MINING SERVICES	10/02/2017	132997.795	216894	1	132997.795	SMA30	134157.3224
MINING SERVICES	13/02/2017	129403.26	86832	1	129403.26	SMA30	133925.4169
MINING SERVICES	14/02/2017	129403.26	86832	1	129403.26	SMA30	133461.606
MINING SERVICES	15/02/2017	129403.26	175266	1	129403.26	SMA30	132997.795
MINING SERVICES	16/02/2017	129403.26	175266	1	129403.26	SMA30	132765.8895
MINING SERVICES	17/02/2017	125808.725	370335	1	125808.725	SMA30	132418.0313
MINING SERVICES	20/02/2017	125808.725	3727.5	1	125808.725	SMA30	131954.2203
MINING SERVICES	21/02/2017	125808.725	3727.5	1	125808.725	SMA30	131374.4566
MINING SERVICES	22/02/2017	122214.19	1303288	1	122214.19	SMA30	130794.6929
MINING SERVICES	23/02/2017	122214.19	111180	1	122214.19	SMA30	130330.8819
MINING SERVICES	24/02/2017	132997.795	1220112	1	132997.795	SMA30	130098.9765
MINING SERVICES	27/02/2017	129403.26	442404	1	129403.26	SMA30	129751.1182
MINING SERVICES	28/02/2017	127246.539	4425	1	127246.539	SMA30	129333.6884
MINING SERVICES	1/03/2017	129403.26	178362	1	129403.26	SMA30	129333.6884
MINING SERVICES	2/03/2017	132997.795	482535.5	1	132997.795	SMA30	129449.6411
MINING SERVICES	3/03/2017	129403.26	20430	1	129403.26	SMA30	129681.5466
MINING SERVICES	6/03/2017	129403.26	82332	1	129403.26	SMA30	129913.4521
MINING SERVICES	7/03/2017	132997.795	42087.5	1	132997.795	SMA30	129797.4993
MINING SERVICES	8/03/2017	132997.795	121674.5	1	132997.795	SMA30	129797.4993
MINING SERVICES	9/03/2017	132997.795	121674.5	1	132997.795	SMA30	129797.4993
MINING SERVICES	10/03/2017	132997.795	121674.5	1	132997.795	SMA30	129681.5466
MINING SERVICES	13/03/2017	125808.725	159180	1	125808.725	SMA30	129333.6884
MINING SERVICES	14/03/2017	122214.19	4590	1	122214.19	SMA30	128869.8774
MINING SERVICES	15/03/2017	122214.19	4590	1	122214.19	SMA30	128637.9719
MINING SERVICES	16/03/2017	122214.19	4590	1	122214.19	SMA30	128406.0664
MINING SERVICES	17/03/2017	122214.19	4590	1	122214.19	SMA30	128174.1609
MINING SERVICES	20/03/2017	129403.26	95886	1	129403.26	SMA30	128174.1609
MINING SERVICES	21/03/2017	125808.725	31955	1	125808.725	SMA30	128174.1609
MINING SERVICES	22/03/2017	125808.725	18725	1	125808.725	SMA30	128058.2082
MINING SERVICES	23/03/2017	125808.725	18725	1	125808.725	SMA30	127942.2555
NICKEL	29/03/2016	99999.586	239362.25	12	8333.298833	SMA30	99999.586
NICKEL	30/03/2016	101486.4466	536758.48	12	8457.203883	SMA30	100743.0163
NICKEL	31/03/2016	99093.6952	287571.98	12	8257.807933	SMA30	100193.2426
NICKEL	1/04/2016	97474.2652	3225868.38	12	8122.855433	SMA30	99513.49825
NICKEL	4/04/2016	95446.534	1399337.6	12	7953.877833	SMA30	98700.1054
NICKEL	5/04/2016	96071.788	579126.7	12	8005.982333	SMA30	98262.0525
NICKEL	6/04/2016	96543.089	750995.7	12	8045.257416	SMA30	98016.48629
NICKEL	7/04/2016	97104.352	336355	12	8092.029333	SMA30	97902.4695
NICKEL	8/04/2016	98537.715	514212.6	12	8211.47625	SMA30	97973.05233
NICKEL	11/04/2016	103684.507	1349193.6	12	8640.375583	SMA30	98544.1978
NICKEL	12/04/2016	102586.079	404553.3	12	8548.839916	SMA30	98911.64155
NICKEL	13/04/2016	103180.875	855487.4	12	8598.40625	SMA30	99267.411
NICKEL	14/04/2016	108180.931	670067	12	9015.077583	SMA30	99953.06638
NICKEL	15/04/2016	106872.62	655849.1	12	8906.051666	SMA30	100447.3202
NICKEL	18/04/2016	111079.164	819633.7	12	9256.597	SMA30	101156.1098
NICKEL	19/04/2016	114943.202	773712.4	12	9578.600166	SMA30	102017.8031
NICKEL	20/04/2016	112951.542	695315.2	12	9412.6285	SMA30	102660.9642
NICKEL	21/04/2016	111442.496	779995.2	12	9286.874666	SMA30	103148.8271
NICKEL	22/04/2016	112819.461	873043.5	12	9401.62175	SMA30	103657.8078
NICKEL	26/04/2016	111482.443	379657.5	12	9290.203583	SMA30	104049.0396
NICKEL	27/04/2016	113701.165	391141.5	12	9475.097083	SMA30	104508.6646
NICKEL	28/04/2016	107802.392	263593.5	12	8983.532666	SMA30	104658.3795
NICKEL	29/04/2016	105576.784	490948.3	12	8798.065333	SMA30	104698.3101
NICKEL	2/05/2016	107018.123	448534.4	12	8918.176916	SMA30	104794.969
NICKEL	3/05/2016	104042.298	581111.3	12	8670.1915	SMA30	104764.8621
NICKEL	4/05/2016	104986.901	585953.7	12	8748.908416	SMA30	104773.4021
NICKEL	5/05/2016	111639.756	613908.3	12	9303.313	SMA30	105027.7115
NICKEL	6/05/2016	113671.214	433096.1	12	9472.601166	SMA30	105336.408
NICKEL	9/05/2016	111024.203	419210.3	12	9252.016916	SMA30	105532.5389
NICKEL	10/05/2016	108969.823	447516.7	12	9080.818583	SMA30	105647.115
NICKEL	11/05/2016	111926.048	365462.8	12	9327.170666	SMA30	105849.6612
NICKEL	12/05/2016	112573.001	544444.3	12	9381.083416	SMA30	106255.2553
NICKEL	13/05/2016	113263.511	602659.4	12	9438.625916	SMA30	106635.1606
NICKEL	16/05/2016	111007.044	549930.2	12	9250.587	SMA30	107019.4621
NICKEL	17/05/2016	113690.782	703689.4	12	9474.231833	SMA30	107542.5756
NICKEL	18/05/2016	114785.866	681590.6	12	9565.488833	SMA30	108166.425
NICKEL	19/05/2016	108793.268	362356.1	12	9066.105666	SMA30	108576.7953
NICKEL	20/05/2016	108963.307	271610.8	12	9080.275583	SMA30	108977.4475
NICKEL	23/05/2016	113702.687	1800378	12	9475.223916	SMA30	109512.8777
NICKEL	24/05/2016	113132.77	656816	12	9427.730833	SMA30	109983.6859
NICKEL	25/05/2016	111200.461	850981	12	9266.705083	SMA30	110226.136
NICKEL	26/05/2016	113228.211	656668.7	12	9435.68425	SMA30	110569.4306
NICKEL	27/05/2016	115488.201	809276.1	12	9624.01675	SMA30	110966.4411
NICKEL	30/05/2016	112374.803	591489	12	9364.566916	SMA30	111101.7273
NICKEL	31/05/2016	113637.064	413575.4	12	9469.755333	SMA30	111319.9352
NICKEL	1/06/2016	126463.859	6885087.916	12	10538.65492	SMA30	111816.2157
NICKEL	2/06/2016	124930.259	2109883.7	12	10410.85492	SMA30	112138.3788
NICKEL	3/06/2016	126981.864	1176699.2	12	10581.822	SMA30	112590.9698
NICKEL	6/06/2016	133241.172	1662240.4	12	11103.431	SMA30	113294.1529
NICKEL	7/06/2016	132815.892	3501777.5	12	11067.991	SMA30	113939.1991
NICKEL	8/06/2016	131568.702	1338968.4	12	10964.0585	SMA30	114587.1429
NICKEL	9/06/2016	140065.38	3195731.5	12	11672.115	SMA30	115437.6015
NICKEL	10/06/2016	141067.518	1670112.6	12	11755.6265	SMA30	116510.6701
NICKEL	14/06/2016	127890.805	2010062.6	12	10657.56708	SMA30	117230.4772
NICKEL	15/06/2016	125855.192	1124252.7	12	10487.93267	SMA30	117838.1246
NICKEL	16/06/2016	125800.231	1028021.1	12	10483.35258	SMA30	118539.9934
NICKEL	17/06/2016	122926.458	927822.2	12	10243.8715	SMA30	119118.6888
NICKEL	20/06/2016	127638.124	832867.9	12	10636.51033	SMA30	119634.7652
NICKEL	21/06/2016	128896.644	835670.2	12	10741.387	SMA30	120125.9081
NICKEL	22/06/2016	126941.984	542545	12	10578.49867	SMA30	120639.3849
NICKEL	23/06/2016	122700.487	505080.5	12	10225.04058	SMA30	121082.3095
NICKEL	24/06/2016	118931.116	1038385.5	12	9910.926333	SMA30	121308.2795
NICKEL	27/06/2016	116225.375	1262888.6	12	9685.447916	SMA30	121426.098
NICKEL	28/06/2016	118294.929	2036434.9	12	9857.91075	SMA30	121588.4018
NICKEL	29/06/2016	121327.686	796858.5	12	10110.6405	SMA30	121921.3257
NICKEL	30/06/2016	123004.096	799731.8	12	10250.34133	SMA30	122221.7552
NICKEL	1/07/2016	124861.322	1013434.1	12	10405.11017	SMA30	122546.7699
NICKEL	4/07/2016	133317.021	1927225.4	12	11109.75175	SMA30	123337.8587
NICKEL	5/07/2016	133697.459	1548928.5	12	11141.45492	SMA30	124135.7346
NICKEL	6/07/2016	132859.397	729742.8	12	11071.61642	SMA30	124753.693
NICKEL	7/07/2016	136048.313	1156305.4	12	11337.35942	SMA30	125492.904
NICKEL	8/07/2016	139395.257	1099386.1	12	11616.27142	SMA30	126402.4136
NICKEL	11/07/2016	148970.709	2289970.8	12	12414.22575	SMA30	127555.3974
NICKEL	12/07/2016	150041.2	2411305.7	12	12503.43333	SMA30	128670.0103
NICKEL	13/07/2016	151261.565	2821228.8	12	12605.13042	SMA30	129924.4219
NICKEL	14/07/2016	152478.011	2483986.5	12	12706.50092	SMA30	131177.3557
NICKEL	15/07/2016	155095.315	2226795.7	12	12924.60958	SMA30	132100.9511
NICKEL	18/07/2016	160669.648	1653004.4	12	13389.13733	SMA30	133253.8346
NICKEL	19/07/2016	159795.766	2071049.5	12	13316.31383	SMA30	134312.3476
NICKEL	20/07/2016	158709.28	1051060.2	12	13225.77333	SMA30	135133.8994
NICKEL	21/07/2016	158532.674	1712094.2	12	13211.05617	SMA30	135963.473
NICKEL	22/07/2016	157793.31	979542	12	13149.4425	SMA30	136809.4281
NICKEL	25/07/2016	155334.418	1621735.6	12	12944.53483	SMA30	137301.9777
NICKEL	26/07/2016	154829.911	1810887.8	12	12902.49258	SMA30	137745.9259
NICKEL	27/07/2016	154606.396	1348720.3	12	12883.86633	SMA30	138607.7192
NICKEL	28/07/2016	156156.482	456484.4	12	13013.04017	SMA30	139585.1801
NICKEL	29/07/2016	155023.545	710697.9	12	12918.62875	SMA30	140527.8677
NICKEL	1/08/2016	150265.722	1276383.6	12	12522.1435	SMA30	141409.7794
NICKEL	2/08/2016	144559.902	1849608.7	12	12046.6585	SMA30	141955.6432
