signal_code,market_date,direction,portfolio_decision,candidate_outcome_status,entry_time,entry_price,entry_type,exit_time,exit_price,exit_reason,return_pct,mfe_pct,mae_pct,blocking_signal,blocking_market_date,source_revision
REVERSAL_GREEN,2026-05-19,LONG,TRADED,CLOSED,2026-05-22T03:30:00-04:00,27473.837467223653,D3_FALLBACK,2026-05-27T15:30:00-04:00,27912.532651335245,D5_CASH_CLOSE,0.015967743298873183,0.027176439759596258,0.004708328754617459,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2026-05-27,LONG,TRADED,CLOSED,2026-06-01T03:30:00-04:00,28354.4791496753,D3_0330_OPEN,2026-06-03T15:30:00-04:00,28458.985678447247,D5_CASH_CLOSE,0.003685714987755162,0.009320763680145347,0.007592572874775792,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-06-09,LONG,TRADED,CLOSED,2026-06-10T07:00:00-04:00,26617.64566777003,DIP_LIMIT,2026-06-16T15:30:00-04:00,27883.154811894787,D5_CASH_CLOSE,0.04754399242969476,0.07054433973955829,0.013534788160777148,,,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2026-06-12,SHORT,SKIPPED_EXISTING_POSITION,CLOSED,2026-06-15T03:30:00-04:00,28108.53828035121,D1_0330_OPEN,2026-06-15T09:30:00-04:00,28333.40658659402,SL,-0.008000000000000009,0.0014891179839634507,0.008018327605956475,REVERSAL_GREEN,2026-06-09,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2026-06-17,LONG,TRADED,CLOSED,2026-06-23T03:30:00-04:00,27606.025138945814,D3_0330_OPEN,2026-06-25T15:30:00-04:00,27367.532632017945,D5_CASH_CLOSE,-0.008639146915482954,0.008497521556212808,0.02479276877577372,,,a85b8b7c0683b5fc-385be7c794fe3cdc
STRONG_YELLOW,2026-06-18,SHORT,TRADED,CLOSED,2026-06-22T03:30:00-04:00,28309.773520044444,D1_0330_OPEN,2026-06-22T12:00:00-04:00,28083.29533188409,TP,0.008000000000000009,0.008798082781591353,0.006312197895934064,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2026-06-22,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-06-25T03:30:00-04:00,27755.05420788435,D3_0330_OPEN,2026-06-29T15:30:00-04:00,27640.522608607513,D5_CASH_CLOSE,-0.004126513262017073,0.003082455689699393,0.03348441785504181,NORMAL_GREEN,2026-06-17,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-06-23,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-06-24T13:00:00-04:00,27133.24651655749,DIP_LIMIT,2026-06-30T15:30:00-04:00,28070.361080592265,D5_CASH_CLOSE,0.034537502302310896,0.037461744345130416,0.011334955482440996,NORMAL_GREEN,2026-06-17,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-06-24,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-06-25T09:30:00-04:00,27477.503665805507,DIP_LIMIT,2026-07-01T15:30:00-04:00,27672.030297565198,D5_CASH_CLOSE,0.007079487064240553,0.02446370686305047,0.023721634197011943,NORMAL_GREEN,2026-06-17,a85b8b7c0683b5fc-385be7c794fe3cdc
STRONG_YELLOW,2026-06-26,SHORT,TRADED,CLOSED,2026-06-29T03:30:00-04:00,27270.939716965193,D1_0330_OPEN,2026-06-29T10:00:00-04:00,27052.772199229472,TP,0.007999999999999981,0.01250653578235432,0.0065948152271078295,,,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2026-06-30,SHORT,TRADED,CLOSED,2026-07-01T03:30:00-04:00,27919.952112867264,D1_0330_OPEN,2026-07-01T09:00:00-04:00,27808.272304415794,TP,0.004000000000000045,0.004514003294892938,0.0028088962108731397,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-07-08,LONG,TRADED,CLOSED,2026-07-13T03:30:00-04:00,27295.08794572838,D3_FALLBACK,2026-07-15T15:30:00-04:00,27322.685921457738,D5_CASH_CLOSE,0.0010110967872398735,0.013203238880041736,0.01237750983712925,,,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2026-07-10,SHORT,SKIPPED_EXISTING_POSITION,CLOSED,2026-07-13T03:30:00-04:00,27295.08794572838,D1_0330_OPEN,2026-07-13T09:30:00-04:00,27185.907593945467,TP,0.004000000000000015,0.005148167808363469,0.004347716185131792,REVERSAL_GREEN,2026-07-08,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2026-07-15,SHORT,TRADED,CLOSED,2026-07-16T03:30:00-04:00,27251.621133954643,D1_0330_OPEN,2026-07-16T04:00:00-04:00,27142.614649418825,TP,0.0039999999999999584,0.00488632335814481,0.0001941026549867092,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-07-17,LONG,TRADED,CLOSED,2026-07-22T03:30:00-04:00,26786.1352766528,D3_FALLBACK,2026-07-24T15:30:00-04:00,26018.221601983412,D5_CASH_CLOSE,-0.028668326607710126,0.007718725852150861,0.031080965055378967,,,a85b8b7c0683b5fc-385be7c794fe3cdc
STRONG_YELLOW,2026-07-24,SHORT,TRADED,CLOSED,2026-07-27T03:30:00-04:00,26405.05322845658,D1_0330_OPEN,2026-07-27T09:30:00-04:00,26193.81280262893,TP,0.00799999999999994,0.012611812251225865,0.002090355621750216,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-07-27,LONG,TRADED,CLOSED,2026-07-28T09:30:00-04:00,25449.528514779016,DIP_LIMIT,2026-08-03T15:30:00-04:00,26587.199868270345,D5_CASH_CLOSE,0.044703042448533514,0.04698032428493348,0.016738382970847877,,,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2026-07-31,SHORT,SKIPPED_EXISTING_POSITION,CLOSED,2026-08-03T03:30:00-04:00,26314.209891680777,D1_0330_OPEN,2026-08-03T04:00:00-04:00,26208.953052114055,TP,0.003999999999999965,0.00458843888199402,0.0003845548777291214,REVERSAL_GREEN,2026-07-27,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2026-08-06,LONG,TRADED,CLOSED,2026-08-11T03:30:00-04:00,27362.702986265307,D3_0330_OPEN,2026-08-13T15:30:00-04:00,27776.902605336756,D5_CASH_CLOSE,0.015137379493515457,0.017768140060683984,0.007085403061095807,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-08-11,LONG,SKIPPED_EXISTING_POSITION,UNRESOLVED,2026-08-14T03:30:00-04:00,27761.493735554533,D3_FALLBACK,,,,,,,NORMAL_GREEN,2026-08-06,a85b8b7c0683b5fc-385be7c794fe3cdc
