date,Close,CloseChangePct,PCR,PCRChangePct,BC_delta,BP_delta,SC_delta,SP_delta,SC_gex,SCMed60,SCPercentile60,SPShare,SPP75,SPPercentile60,Prior5D,base,classification
2025-03-06,5738.52,-2.4331673776345486,0.760268381039849,-33.41375337966562,39198.0,-29801.0,-656.0,3402.0,10552.0,38787.5,3.3333333333333335,0.046566379676143285,0.027765235645609346,90.0,-0.02497786080817166,BULLISH,REVERSAL_GREEN
2025-03-07,5770.2,0.5520587189728143,0.8428334654464221,10.859991874664798,13877.0,-11696.0,-213.0,560.0,8822.0,38787.5,1.6666666666666667,0.02125559857283838,0.027765235645609346,66.66666666666666,-0.03324569789674958,BEARISH,RELIABLE_YELLOW
2025-03-10,5614.56,-2.6973068524487775,1.4506250562100909,72.11289248484465,22238.0,-32259.0,-466.0,4865.0,5352.0,38787.5,0.0,0.08131644046265962,0.027765235645609346,100.0,-0.0493088457969032,NONE,NO_SIGNAL
2025-03-11,5572.07,-0.7567823658488071,1.1053090655346862,-23.804634367586253,17197.0,-19008.0,-364.0,5161.0,3802.0,38787.5,0.0,0.12367601246105919,0.029232989000243657,100.0,-0.04924623115577875,BULLISH,REVERSAL_GREEN
2025-03-12,5599.3,0.48868732804865367,1.0250880520184231,-7.257790243261663,18455.0,-18918.0,-318.0,1823.0,6856.0,38787.5,3.3333333333333335,0.04613554689477147,0.030599382523506385,85.0,-0.050766642866651335,NONE,NO_SIGNAL
2025-03-13,5521.52,-1.3891022092047178,0.9144273080702354,-10.795242782343816,23407.0,-21404.0,-363.0,2718.0,4600.0,38787.5,1.6666666666666667,0.05675269356051115,0.031556959045789285,93.33333333333333,-0.04195658521147927,BULLISH,REVERSAL_GREEN
2025-03-14,5638.94,2.1265883307494793,1.0717749757516974,17.20723629891601,28868.0,-30940.0,-630.0,4045.0,6140.0,38196.0,5.0,0.06272971170696152,0.033838508696079676,93.33333333333333,-0.025779740561047704,BEARISH,STRONG_YELLOW
2025-03-17,5675.12,0.6416099479689574,0.9912495174366234,-7.5132803188091675,23313.0,-23109.0,-1247.0,1648.0,18607.0,37788.5,21.666666666666668,0.033416468966076605,0.038026170775692404,73.33333333333333,0.018665635080072907,NONE,NO_SIGNAL
2025-03-18,5614.66,-1.0653519220738983,0.8985616144267926,-9.350612674145076,18632.0,-16742.0,-595.0,1291.0,9654.0,37642.5,11.666666666666666,0.0346484165324745,0.038026170775692404,73.33333333333333,0.005429896435538151,BULLISH,NORMAL_GREEN
2025-03-19,5675.29,1.0798516740105457,0.8998550374486591,0.1439437208422989,24834.0,-22347.0,-1801.0,2255.0,18261.0,37309.5,23.333333333333332,0.0440111638074048,0.038026170775692404,80.0,0.00677978426552972,NONE,NO_SIGNAL
