signal_code,market_date,direction,triggered,status,entry_timestamp,entry_price,exit_timestamp,exit_price,exit_reason,return_pct,mfe_pct,mae_pct,benchmark,benchmark_directional_return_pct,directional_excess_vs_benchmark_pct,source_revision,source_hash,base_signal_code,feature_tier,production_action,feature_confirmation,MSFT_GEXChange,MSFT_GEX_ZScore,QQQ_GEX_Trending_Up,QQQ_GEX_ZScore_60day,QQQ_Is_Potential_Swing_Up,QQQ_Price_Above_SMA20,QQQ_TodayChange
MSFT_BULL_SHARE_COLLAPSE,2026-05-15,SHORT,True,FINAL,2026-05-18T07:30:00-04:00,418.65,2026-05-19T16:00:00-04:00,417.57,D2_REGULAR_SESSION_CLOSE,0.25797205,0.71181178,-3.35602532,QQQ,0.57257859,-0.31460653,a4ca1b6f8b2e40bc972993da30470be1934ad8ddaccf17f81b01ea7d623f8afe,c339d5494bbec6ae0e970cb926c29b8a0a9a1b825140c9071f9096d16878849c,MSFT_BULL_SHARE_COLLAPSE,BASE,PLAN_ENTRY,NOT_APPLICABLE,-10.07,-0.7475764652396057,0,-0.2030695078754495,0,1,-1.51
MSFT_BULL_SHARE_COLLAPSE,2026-05-22,SHORT,True,FINAL,2026-05-26T07:30:00-04:00,419.51,2026-05-27T16:00:00-04:00,412.68,D2_REGULAR_SESSION_CLOSE,1.62808991,2.36466354,-0.0572096,QQQ,-0.62347407,2.25156399,1c818dedb7654fc04cdf9ffe27fec9405c4cd42095dfc1a7021ea1c386677d86,c339d5494bbec6ae0e970cb926c29b8a0a9a1b825140c9071f9096d16878849c,MSFT_BULL_SHARE_COLLAPSE,BASE,PLAN_ENTRY,NOT_APPLICABLE,-33.11,0.2917759579026682,0,0.0508394231405828,0,1,0.42
MSFT_BULL_SHARE_COLLAPSE,2026-06-09,SHORT,True,FINAL,2026-06-10T07:30:00-04:00,397.44,2026-06-11T16:00:00-04:00,390.03,D2_REGULAR_SESSION_CLOSE,1.86443237,3.38164251,-1.90972222,QQQ,-2.78024847,4.64468084,1f38125e9ff8acf23ec768fabd4145d15aada26b736e37d5c013e5aefa6f7a60,c339d5494bbec6ae0e970cb926c29b8a0a9a1b825140c9071f9096d16878849c,MSFT_BULL_SHARE_COLLAPSE,BASE,PLAN_ENTRY,NOT_APPLICABLE,-114.35,-1.8001832765473111,0,-0.8126816792338522,0,0,-1.15
MSFT_BULL_SHARE_COLLAPSE,2026-06-22,SHORT,True,FINAL,2026-06-23T07:30:00-04:00,371.5,2026-06-24T16:00:00-04:00,365.46,D2_REGULAR_SESSION_CLOSE,1.62584118,1.80888291,-1.98654105,QQQ,1.01267586,0.61316532,4b94348d753ca39542dc88652069f2c8b6b12d7ebb6b1ae00eba77c7b1d7df47,c339d5494bbec6ae0e970cb926c29b8a0a9a1b825140c9071f9096d16878849c,MSFT_BULL_SHARE_COLLAPSE,BASE,PLAN_ENTRY,NOT_APPLICABLE,-212.89,-1.1180849610319523,0,-0.3975417575680019,0,1,-0.36
MSFT_BULL_SHARE_COLLAPSE,2026-06-24,SHORT,True,FINAL,2026-06-25T07:30:00-04:00,364.01,2026-06-26T16:00:00-04:00,371.34,D2_REGULAR_SESSION_CLOSE,-2.01368094,4.06856954,-3.46144337,QQQ,2.57192135,-4.5856023,e510bc8ca5e5964c17e606215fc720c7cb04a11d80f2c7449e37a73b6e50da5e,c339d5494bbec6ae0e970cb926c29b8a0a9a1b825140c9071f9096d16878849c,MSFT_BULL_SHARE_COLLAPSE,BASE,PLAN_ENTRY,NOT_APPLICABLE,-317.84,-1.1753348639677437,0,-0.8732910017376967,1,0,-0.42
MSFT_BULL_SHARE_COLLAPSE,2026-07-15,SHORT,True,FINAL,2026-07-16T07:30:00-04:00,400.66,2026-07-17T16:00:00-04:00,393.82,D2_REGULAR_SESSION_CLOSE,1.70718315,2.80786702,-1.32780911,QQQ,2.37704112,-0.66985798,d4a1a10a907701b5814e5bca0a0eff48c54e196fafada6e63fe7f2ac4fe33238,c339d5494bbec6ae0e970cb926c29b8a0a9a1b825140c9071f9096d16878849c,MSFT_BULL_SHARE_COLLAPSE,BASE,PLAN_ENTRY,NOT_APPLICABLE,12.71,1.2629693314605,1,-0.5763804264881605,0,0,-0.27
MSFT_BULL_SHARE_COLLAPSE,2026-07-29,SHORT,True,FINAL,2026-07-30T07:30:00-04:00,427.13,2026-07-31T16:00:00-04:00,465.07,D2_REGULAR_SESSION_CLOSE,-8.88254161,0.44014703,-9.29693536,QQQ,-2.73215084,-6.15039077,7aba067b0a74adcfae21b689e198141d21a084a85f61b77dbf9b8a544b87b29c,c339d5494bbec6ae0e970cb926c29b8a0a9a1b825140c9071f9096d16878849c,MSFT_BULL_SHARE_COLLAPSE,BASE,PLAN_ENTRY,NOT_APPLICABLE,-11.34,0.1844152058642398,0,-2.093149434534578,0,0,-2.04
MSFT_BULL_SHARE_COLLAPSE,2026-08-05,SHORT,True,FINAL,2026-08-06T07:30:00-04:00,484.32,2026-08-07T16:00:00-04:00,499.89,D2_REGULAR_SESSION_CLOSE,-3.21481665,0.48108688,-4.30706971,QQQ,-1.10638059,-2.10843606,4c5ee2d67c16ad00cd677c9f986a90efda9b679c7c471870e86dd3efd74dc962,c339d5494bbec6ae0e970cb926c29b8a0a9a1b825140c9071f9096d16878849c,MSFT_BULL_SHARE_COLLAPSE,BASE,PLAN_ENTRY,NOT_APPLICABLE,-21.03,0.2917772347748333,1,0.8708026411450208,0,1,-0.9
MSFT_HIGH_GEX_BULLISH_CONFIRMATION,2026-01-28,LONG,True,FINAL,2026-01-29T07:30:00-05:00,447.79,2026-01-30T16:00:00-05:00,430.3,D2_REGULAR_SESSION_CLOSE,-3.90584872,1.00046897,-5.97824873,QQQ,-1.96291742,-1.94293131,cd4219913360aa559c854e2df8a1e3fc634b96817fd099c0b71b4afb6940d354,c339d5494bbec6ae0e970cb926c29b8a0a9a1b825140c9071f9096d16878849c,MSFT_HIGH_GEX_BULLISH_CONFIRMATION,BASE,PLAN_ENTRY,NOT_APPLICABLE,30.52,2.0452136102058107,1,1.1098695694875689,0,1,0.33
MSFT_HIGH_GEX_BULLISH_CONFIRMATION,2026-02-06,LONG,True,FINAL,2026-02-09T07:30:00-05:00,403.94,2026-02-10T16:00:00-05:00,413.32,D2_REGULAR_SESSION_CLOSE,2.32212705,4.88438877,-0.76001386,QQQ,0.52607352,1.79605353,93ac1df45d288be7cbe15add8f2ac251e0487bd89d7057da201d6fb7da9bdc48,c339d5494bbec6ae0e970cb926c29b8a0a9a1b825140c9071f9096d16878849c,MSFT_HIGH_GEX_BULLISH_CONFIRMATION,BASE,PLAN_ENTRY,NOT_APPLICABLE,-136.6,0.0093188452436981,0,-1.324793878135075,0,0,2.11
