signal_code,market_date,direction,triggered,resolved,entry_timestamp,entry_price,exit_timestamp,exit_price,exit_reason,return_pct,source_revision,source_hash,feature__SafeGEXVolRank60,feature__QQQ_BB_Bandwidth
SOXL_HIGH_GEX_VOL_CONTINUATION,2026-08-10,LONG,True,True,2026-08-11T07:30:00-04:00,134.3,2026-08-13T16:00:00-04:00,145.49,D3_CLOSE,8.332092330603125,043fd12dc8c4d2504e96d941d84611eb1ef432a3e6053da52e5ad6bf78c50007,9f15b68b8cd64d45eef6de0f9ddbc0f557f1c7c77f8b889d2f172d95446ab791,1.0,0.1017113708449714
SOXL_HIGH_GEX_VOL_CONTINUATION,2026-08-11,LONG,True,True,2026-08-12T07:30:00-04:00,139.76,2026-08-14T16:00:00-04:00,145.0,D3_CLOSE,3.749284487693205,957c73ce43ec8521ac909b403d6fbe97e0a097540850bd35326a7bb192a22cd4,9f15b68b8cd64d45eef6de0f9ddbc0f557f1c7c77f8b889d2f172d95446ab791,0.8666666666666667,0.1013369607423971
SOXL_HIGH_GEX_VOL_CONTINUATION,2026-08-12,LONG,True,True,2026-08-13T07:30:00-04:00,142.09,2026-08-17T16:00:00-04:00,151.57,D3_CLOSE,6.671827714828615,a0eb1a0329c049c146102301d1beb1e9957ab07f14ebd0f5d8547e65c170a0b7,9f15b68b8cd64d45eef6de0f9ddbc0f557f1c7c77f8b889d2f172d95446ab791,0.6666666666666666,0.1032745183987321
SOXL_HIGH_GEX_VOL_CONTINUATION,2026-08-13,LONG,True,True,2026-08-14T07:30:00-04:00,146.75,2026-08-18T16:00:00-04:00,129.0,D3_CLOSE,-12.0954003407155,dd14605802df97029e9e2b1ab537d3a2f71da3d57481c44ac6215b6fdd2ab169,9f15b68b8cd64d45eef6de0f9ddbc0f557f1c7c77f8b889d2f172d95446ab791,0.6666666666666666,0.1103230777741149
SOXL_HIGH_GEX_VOL_CONTINUATION,2026-08-18,LONG,True,True,2026-08-19T07:30:00-04:00,128.04,2026-08-21T16:00:00-04:00,120.6,D3_CLOSE,-5.810684161199619,8613f67ced56b66136d7c88ef43d819ccd1c316a42bf130258672ece915df3eb,9f15b68b8cd64d45eef6de0f9ddbc0f557f1c7c77f8b889d2f172d95446ab791,0.7833333333333333,0.1198354092231676
SOXL_HIGH_GEX_VOL_CONTINUATION,2026-08-19,LONG,True,True,2026-08-20T07:30:00-04:00,119.76,2026-08-24T16:00:00-04:00,111.16,D3_CLOSE,-7.181028724114902,af863c5955c8dcbbb43c5cec5a4200ee78042192d4e305e90303512a84fb992c,9f15b68b8cd64d45eef6de0f9ddbc0f557f1c7c77f8b889d2f172d95446ab791,0.8333333333333334,0.1203777788294628
SOXL_HIGH_GEX_VOL_CONTINUATION,2026-08-20,LONG,True,True,2026-08-21T07:30:00-04:00,127.5,2026-08-25T16:00:00-04:00,115.84,D3_CLOSE,-9.145098039215682,c598ca71f1a015beb346115a32c943092b7a56d14146b6423868426b1cf350bf,9f15b68b8cd64d45eef6de0f9ddbc0f557f1c7c77f8b889d2f172d95446ab791,0.8333333333333334,0.1186653811608338
SOXL_HIGH_GEX_VOL_CONTINUATION,2026-08-21,LONG,True,True,2026-08-24T07:30:00-04:00,114.0,2026-08-26T16:00:00-04:00,116.67,D3_CLOSE,2.342105263157901,73823c30a45271ef92f501b7ee7a36f81d1e44b4b75dc955bd0ae002c1ce4b38,9f15b68b8cd64d45eef6de0f9ddbc0f557f1c7c77f8b889d2f172d95446ab791,0.8166666666666667,0.1143776092056582
SOXL_HIGH_GEX_VOL_CONTINUATION,2026-08-24,LONG,True,False,2026-08-25T07:30:00-04:00,117.9,,,UNRESOLVED_REQUIRED_BAR_NOT_YET_AVAILABLE,,edae3ff3d34d6b7d89e9547c03156ab7a9a22bd55e5bcbd493d73a4f6af9d8e1,9f15b68b8cd64d45eef6de0f9ddbc0f557f1c7c77f8b889d2f172d95446ab791,0.8333333333333334,0.1085355311809798
SOXL_HIGH_GEX_VOL_CONTINUATION,2026-08-25,LONG,True,False,2026-08-26T07:30:00-04:00,116.81,,,UNRESOLVED_REQUIRED_BAR_NOT_YET_AVAILABLE,,2422ec1a004688c2fef31154481919aadc0ca6ad33e41b30b9825ecb4231f134,9f15b68b8cd64d45eef6de0f9ddbc0f557f1c7c77f8b889d2f172d95446ab791,0.8,0.0979567682474408
