signal_code,market_date,direction,triggered,resolved,entry_timestamp,entry_price,exit_timestamp,exit_price,exit_reason,return_pct,source_revision,source_hash,feature__SafeGEXVolRank60,feature__NASDAQ_chg5
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-06-05,LONG,True,True,2026-06-08T07:30:00-04:00,79.55,2026-06-12T16:00:00-04:00,80.04,D5_CLOSE,0.6159648020113151,a7f4adfeaa996f34a2ae7e06ec134ce7caf66705280f8b32b3cbf6edc29db032,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.95,-4.6832285560285065
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-06-08,LONG,True,True,2026-06-09T07:30:00-04:00,79.72,2026-06-15T16:00:00-04:00,85.23,D5_CLOSE,6.911690918213753,24f5b90bf691fdd5804dc9cfed36c6a7efbb83ace2218a384cad16a6b277e88a,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,1.0,-4.272006480792568
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-06-09,LONG,True,True,2026-06-10T07:30:00-04:00,74.7,2026-06-16T16:00:00-04:00,87.25,D5_CLOSE,16.800535475234256,410e8656bf21518c93383597b278fbd2b8be7f0bff8b482c457c6979b02dcbc4,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,1.0,-5.222873337203227
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-06-10,LONG,True,True,2026-06-11T07:30:00-04:00,74.57,2026-06-17T16:00:00-04:00,84.4,D5_CLOSE,13.182244870591408,a1f64884ae4f8dba97806ab761f07d8b3eb24380ee246e0aec8e9e8d097fd49f,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,1.0,-6.272740460208503
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-06-11,LONG,True,True,2026-06-12T07:30:00-04:00,78.56,2026-06-18T16:00:00-04:00,82.53,D5_CLOSE,5.053462321792268,26a5e76f4ed9a34eccbbf2b4a291b1c9d8344244c0a1b7b71728f3901a1e4d0a,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.95,-3.806426105298377
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-06-23,LONG,True,True,2026-06-24T07:30:00-04:00,75.95,2026-06-30T16:00:00-04:00,75.42,D5_CLOSE,-0.6978275181040217,d7dcde14c32390869d7e70928d73af8f5cc86442cf773c01492c1e4899bc490a,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.8666666666666667,-4.1107138621716555
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-06-24,LONG,True,True,2026-06-25T07:30:00-04:00,74.28,2026-07-01T16:00:00-04:00,75.11,D5_CLOSE,1.1173936456650546,39e2b76c50b43752d4400108003808a9d8061328455ad648a8fdb952d62645e3,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.9333333333333333,-3.4110085281810143
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-06-25,LONG,True,True,2026-06-26T07:30:00-04:00,76.5,2026-07-02T16:00:00-04:00,78.41,D5_CLOSE,2.4967320261437775,40cdc6a145800734e52d69a6babc1724e2413c0a1aad8f039ff6a644b325e39e,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.7333333333333333,-2.548110285445959
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-06-26,LONG,True,True,2026-06-29T07:30:00-04:00,76.05,2026-07-06T16:00:00-04:00,78.74,D5_CLOSE,3.537146614069697,5b0567fa33dac49b4b8739a1190cf8e5cbecbf4e500033c5f59463e40dd809c5,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.7666666666666667,-4.601832095512348
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-06-29,LONG,True,True,2026-06-30T07:30:00-04:00,75.74,2026-07-07T16:00:00-04:00,75.81,D5_CLOSE,0.09242144177450395,ad59418ffa13fe04c456dcde5d58ea9f2df27997a5d0ee14724114451b212e20,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.75,-1.3240505273753755
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-07-08,LONG,True,True,2026-07-09T07:30:00-04:00,74.25,2026-07-15T16:00:00-04:00,74.02,D5_CLOSE,-0.30976430976431546,d5f5e13f4054d622b86f468493b3635a47782d247498d24a6ffbb2145d8767af,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.5666666666666667,-1.3087432491031392
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-07-16,LONG,True,True,2026-07-17T07:30:00-04:00,71.16,2026-07-23T16:00:00-04:00,75.02,D5_CLOSE,5.424395727937048,e96f89d0652bf47afbdd5f75f282efa5e51a6aa38d8b3bb24feaeea7635fcfa6,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.7333333333333333,-1.2399082552739027
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-07-17,LONG,True,True,2026-07-20T07:30:00-04:00,71.62,2026-07-24T16:00:00-04:00,75.21,D5_CLOSE,5.012566322256329,d1a9f2964c75ecb7f0751c8b1c73f04aba08c6162f2d8b0e7ec29e059d0caef4,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.6166666666666667,-2.896965662993234
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-07-20,LONG,True,True,2026-07-21T07:30:00-04:00,72.64,2026-07-27T16:00:00-04:00,75.72,D5_CLOSE,4.240088105726869,4c631c3174971d5635ee0d7c99d6052692543b9bb55134f2f48cba2dcc35d621,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.43333333333333335,-1.4111500953243872
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-07-21,LONG,True,True,2026-07-22T07:30:00-04:00,75.4,2026-07-28T16:00:00-04:00,74.25,D5_CLOSE,-1.525198938992045,d4866bc5fb4fa696f527e68448dd77c590d442e0a672282a0581d5d55944551f,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.7333333333333333,-1.0334347061071725
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-07-22,LONG,True,True,2026-07-23T07:30:00-04:00,75.53,2026-07-29T16:00:00-04:00,73.6,D5_CLOSE,-2.5552760492519644,80fe69a5c32c8590fd3e0326a788764961170839fc0e6afa789fcc70a36a94df,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.8166666666666667,-2.201549451553231
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-07-23,LONG,True,True,2026-07-24T07:30:00-04:00,75.65,2026-07-30T16:00:00-04:00,76.74,D5_CLOSE,1.4408460013218605,804e9c9fa8155bc5bf80cbc29adbbf140003b190e15a662d656168ee0078e9fc,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.9833333333333333,-2.875593697556589
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-07-24,LONG,True,True,2026-07-27T07:30:00-04:00,76.76,2026-07-31T16:00:00-04:00,74.12,D5_CLOSE,-3.439291297550806,e8f43936161c5005ec526034c96cf2981810ab58eab4381881e422ac97fc4f05,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.9666666666666667,-2.133286739205542
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-07-27,LONG,True,True,2026-07-28T07:30:00-04:00,74.61,2026-08-03T16:00:00-04:00,76.03,D5_CLOSE,1.9032301300093923,27313b82391c97dac36ca4085ed2aa50bb367db81bc1d0ead8fc4f564f8a63de,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.95,-2.25807045858738
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-07-28,LONG,True,True,2026-07-29T07:30:00-04:00,74.76,2026-08-04T16:00:00-04:00,77.9,D5_CLOSE,4.200107009095766,be0fac34dafdc65f10faaf13b60a91fa98f4e4b980d4b16cdd0ea8daf4224b7f,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.95,-3.7167351527095382
GDX_GEX_VOL_WEAK_NASDAQ_REVERSAL,2026-07-29,LONG,True,True,2026-07-30T07:30:00-04:00,75.0,2026-08-05T16:00:00-04:00,83.67,D5_CLOSE,11.559999999999992,5d412e0c724e7b21886a4c92f956b6a8b407e7d231445ae570471d1e467fcfc5,f2b537d2325cc853ec1eadbafdcb92b272e1633c7eb2156050696303816c8516,0.9166666666666666,-4.857598918564953
