ObservationDate,ObservationDateUS_EST_0500,Ticker,BC_GEXDeltaPerc,Signal,SignalColor,Close,VWAP,CloseChangePct,PutCallRatio,PCRChangePct,TotalAbsGEXDelta,DailyBCAbsGEXDelta,DailyBPAbsGEXDelta,DailySCAbsGEXDelta,DailySPAbsGEXDelta
2025-04-04,2025-04-04 05:00:00,SPXW,36.97,BULLISH,#84cc16,5074.0800,,-5.975,1.21174000,-37.049,59816.0000000000,22112.0000000000,26794.0000000000,168.0000000000,10742.0000000000
2025-04-07,2025-04-07 05:00:00,SPXW,32.39,,,5062.2500,,-0.233,1.16191200,-4.112,41451.0000000000,13427.0000000000,15601.0000000000,897.0000000000,11526.0000000000
2025-04-08,2025-04-08 05:00:00,SPXW,19.67,,,4982.7700,,-1.570,2.98376900,156.798,37903.0000000000,7455.0000000000,22244.0000000000,1109.0000000000,7095.0000000000
2025-04-09,2025-04-09 05:00:00,SPXW,51.88,,,5456.9000,,9.515,0.74511500,-75.028,31575.0000000000,16380.0000000000,12205.0000000000,983.0000000000,2007.0000000000
2025-04-10,2025-04-10 05:00:00,SPXW,32.00,,,5268.0500,,-3.461,1.67153200,124.332,24402.0000000000,7809.0000000000,13053.0000000000,1810.0000000000,1730.0000000000
2025-04-11,2025-04-11 05:00:00,SPXW,55.37,,,5363.3600,,1.809,0.72096800,-56.868,23127.0000000000,12805.0000000000,9232.0000000000,399.0000000000,691.0000000000
2025-04-14,2025-04-14 05:00:00,SPXW,47.59,BEARISH,#fde047,5405.9700,,0.794,0.96080800,33.266,30990.0000000000,14748.0000000000,14170.0000000000,1489.0000000000,583.0000000000
2025-04-15,2025-04-15 05:00:00,SPXW,33.27,,,5396.6300,,-0.173,1.82891000,90.351,31374.0000000000,10439.0000000000,19092.0000000000,782.0000000000,1061.0000000000
2025-04-16,2025-04-16 05:00:00,SPXW,45.28,BULLISH,#84cc16,5275.7000,,-2.241,1.08068700,-40.911,31724.0000000000,14364.0000000000,15523.0000000000,568.0000000000,1269.0000000000
2025-04-17,2025-04-17 05:00:00,SPXW,45.57,,,5282.7000,,0.133,1.07094500,-0.901,28210.0000000000,12855.0000000000,13767.0000000000,285.0000000000,1303.0000000000
2025-04-21,2025-04-21 05:00:00,SPXW,54.76,BULLISH,#84cc16,5158.2000,,-2.357,0.74204800,-30.711,37899.0000000000,20752.0000000000,15399.0000000000,423.0000000000,1325.0000000000
2025-04-22,2025-04-22 05:00:00,SPXW,72.39,,,5287.7600,,2.512,0.31639600,-57.362,36918.0000000000,26726.0000000000,8456.0000000000,877.0000000000,859.0000000000
2025-04-23,2025-04-23 05:00:00,SPXW,45.90,BEARISH,#fde047,5375.8600,,1.666,1.02424000,223.721,48357.0000000000,22194.0000000000,22732.0000000000,2169.0000000000,1262.0000000000
2025-04-24,2025-04-24 05:00:00,SPXW,62.79,,,5484.7700,,2.026,0.55195000,-46.111,78936.0000000000,49566.0000000000,27358.0000000000,899.0000000000,1113.0000000000
2025-04-25,2025-04-25 05:00:00,SPXW,50.51,BEARISH,#fde047,5525.2100,,0.737,0.90374800,63.737,38400.0000000000,19397.0000000000,17530.0000000000,622.0000000000,851.0000000000
2025-04-28,2025-04-28 05:00:00,SPXW,52.81,,,5528.7500,,0.064,0.81877300,-9.403,36674.0000000000,19368.0000000000,15858.0000000000,820.0000000000,628.0000000000
2025-04-29,2025-04-29 05:00:00,SPXW,44.79,BEARISH,#fde047,5560.8300,,0.580,1.09834500,34.145,34146.0000000000,15293.0000000000,16797.0000000000,1336.0000000000,720.0000000000
2025-04-30,2025-04-30 05:00:00,SPXW,65.58,,,5569.0600,,0.148,0.45708900,-58.384,33564.0000000000,22011.0000000000,10061.0000000000,1008.0000000000,484.0000000000
2025-05-01,2025-05-01 05:00:00,SPXW,48.16,BEARISH,#fde047,5604.1400,,0.630,0.92258100,101.838,39349.0000000000,18949.0000000000,17482.0000000000,2452.0000000000,466.0000000000
2025-05-02,2025-05-02 05:00:00,SPXW,41.93,BEARISH,#fde047,5686.6700,,1.473,1.30832300,41.811,46252.0000000000,19392.0000000000,25371.0000000000,1144.0000000000,345.0000000000
2025-05-06,2025-05-06 05:00:00,SPXW,58.05,BULLISH,#84cc16,5606.9100,,-1.403,0.64139000,-50.976,35326.0000000000,20507.0000000000,13153.0000000000,991.0000000000,675.0000000000
2025-05-07,2025-05-07 05:00:00,SPXW,50.10,BEARISH,#fde047,5631.2800,,0.435,0.91839900,43.189,36373.0000000000,18223.0000000000,16736.0000000000,878.0000000000,536.0000000000
2025-05-08,2025-05-08 05:00:00,SPXW,34.39,BEARISH,#fde047,5663.9400,,0.580,1.74180600,89.657,39129.0000000000,13455.0000000000,23436.0000000000,1572.0000000000,666.0000000000
2025-05-09,2025-05-09 05:00:00,SPXW,45.01,BULLISH,#84cc16,5659.9100,,-0.071,1.14837100,-34.070,39714.0000000000,17874.0000000000,20526.0000000000,880.0000000000,434.0000000000
2025-05-12,2025-05-12 05:00:00,SPXW,41.95,BEARISH,#fde047,5844.1900,,3.256,1.21255300,5.589,65548.0000000000,27499.0000000000,33344.0000000000,2510.0000000000,2195.0000000000
2025-05-13,2025-05-13 05:00:00,SPXW,40.09,,,5886.5500,,0.725,1.23833400,2.126,72537.0000000000,29081.0000000000,36012.0000000000,6881.0000000000,563.0000000000
2025-05-14,2025-05-14 05:00:00,SPXW,47.12,,,5892.5800,,0.102,0.98546600,-20.420,54759.0000000000,25802.0000000000,25427.0000000000,3324.0000000000,206.0000000000
2025-05-15,2025-05-15 05:00:00,SPXW,49.47,,,5916.9300,,0.413,0.95798000,-2.789,37667.0000000000,18634.0000000000,17851.0000000000,1000.0000000000,182.0000000000
2025-05-16,2025-05-16 05:00:00,SPXW,52.13,,,5958.3800,,0.701,0.84947100,-11.327,46616.0000000000,24301.0000000000,20643.0000000000,1470.0000000000,202.0000000000
2025-05-19,2025-05-19 05:00:00,SPXW,55.24,,,5963.6000,,0.088,0.75497600,-11.124,46378.0000000000,25618.0000000000,19341.0000000000,999.0000000000,420.0000000000
2025-05-20,2025-05-20 05:00:00,SPXW,46.86,,,5940.4600,,-0.388,1.08788200,44.095,43586.0000000000,20425.0000000000,22220.0000000000,711.0000000000,230.0000000000
2025-05-21,2025-05-21 05:00:00,SPXW,38.97,,,5844.6100,,-1.614,1.41408000,29.985,58867.0000000000,22940.0000000000,32439.0000000000,1463.0000000000,2025.0000000000
2025-05-22,2025-05-22 05:00:00,SPXW,50.07,BULLISH,#84cc16,5842.0100,,-0.044,0.93266800,-34.044,45263.0000000000,22664.0000000000,21138.0000000000,526.0000000000,935.0000000000
2025-05-23,2025-05-23 05:00:00,SPXW,63.71,BULLISH,#84cc16,5802.8200,,-0.671,0.49414900,-47.018,42927.0000000000,27348.0000000000,13514.0000000000,1018.0000000000,1047.0000000000
2025-05-27,2025-05-27 05:00:00,SPXW,49.86,BEARISH,#fde047,5921.5400,,2.046,0.84992400,71.998,79747.0000000000,39760.0000000000,33793.0000000000,1750.0000000000,4444.0000000000
2025-05-28,2025-05-28 05:00:00,SPXW,68.13,BULLISH,#84cc16,5888.5500,,-0.557,0.38032600,-55.252,40405.0000000000,27529.0000000000,10470.0000000000,2081.0000000000,325.0000000000
2025-05-29,2025-05-29 05:00:00,SPXW,41.12,BEARISH,#fde047,5912.1700,,0.401,1.29852900,241.425,40337.0000000000,16588.0000000000,21540.0000000000,1611.0000000000,598.0000000000
2025-05-30,2025-05-30 05:00:00,SPXW,36.10,,,5911.6900,,-0.008,1.40483700,8.187,56690.0000000000,20465.0000000000,28750.0000000000,1418.0000000000,6057.0000000000
2025-06-02,2025-06-02 05:00:00,SPXW,52.70,,,5935.9400,,0.410,0.85499000,-39.140,60325.0000000000,31791.0000000000,27181.0000000000,959.0000000000,394.0000000000
2025-06-03,2025-06-03 05:00:00,SPXW,52.35,,,5970.3700,,0.580,0.83588700,-2.234,63688.0000000000,33343.0000000000,27871.0000000000,1569.0000000000,905.0000000000
2025-06-04,2025-06-04 05:00:00,SPXW,39.17,BEARISH,#fde047,5970.8100,,0.007,1.36714600,63.556,54418.0000000000,21313.0000000000,29138.0000000000,2399.0000000000,1568.0000000000
2025-06-05,2025-06-05 05:00:00,SPXW,35.47,,,5939.3000,,-0.528,1.68906100,23.546,43890.0000000000,15569.0000000000,26297.0000000000,1210.0000000000,814.0000000000
2025-06-06,2025-06-06 05:00:00,SPXW,41.50,,,6000.3600,,1.028,1.09368700,-35.249,71043.0000000000,29481.0000000000,32243.0000000000,1673.0000000000,7646.0000000000
2025-06-09,2025-06-09 05:00:00,SPXW,54.45,BULLISH,#84cc16,6005.8800,,0.092,0.77683400,-28.971,57100.0000000000,31089.0000000000,24151.0000000000,660.0000000000,1200.0000000000
2025-06-10,2025-06-10 05:00:00,SPXW,43.87,BEARISH,#fde047,6038.8100,,0.548,1.19017000,53.208,49673.0000000000,21791.0000000000,25935.0000000000,1289.0000000000,658.0000000000
2025-06-11,2025-06-11 05:00:00,SPXW,28.24,,,6022.2400,,-0.274,2.30833000,93.950,58440.0000000000,16505.0000000000,38099.0000000000,2932.0000000000,904.0000000000
2025-06-12,2025-06-12 05:00:00,SPXW,28.93,,,6045.2600,,0.382,2.32577100,0.756,45707.0000000000,13224.0000000000,30756.0000000000,925.0000000000,802.0000000000
2025-06-13,2025-06-13 05:00:00,SPXW,46.90,BULLISH,#84cc16,5976.9700,,-1.130,1.07874700,-53.618,52310.0000000000,24534.0000000000,26466.0000000000,598.0000000000,712.0000000000
2025-06-16,2025-06-16 05:00:00,SPXW,33.02,BEARISH,#fde047,6033.1100,,0.939,1.95831900,81.536,91684.0000000000,30278.0000000000,59294.0000000000,1421.0000000000,691.0000000000
2025-06-17,2025-06-17 05:00:00,SPXW,43.89,BULLISH,#84cc16,5982.7200,,-0.835,1.12175200,-42.719,106365.0000000000,46685.0000000000,52369.0000000000,896.0000000000,6415.0000000000
2025-06-18,2025-06-18 05:00:00,SPXW,34.36,BEARISH,#fde047,5980.8700,,-0.031,1.72359500,53.652,39567.0000000000,13596.0000000000,23434.0000000000,677.0000000000,1860.0000000000
2025-06-20,2025-06-20 05:00:00,SPXW,32.53,,,5967.8400,,-0.218,2.00256200,16.185,57589.0000000000,18735.0000000000,37518.0000000000,613.0000000000,723.0000000000
2025-06-23,2025-06-23 05:00:00,SPXW,69.51,,,6025.1700,,0.961,0.39374300,-80.338,80291.0000000000,55813.0000000000,21976.0000000000,676.0000000000,1826.0000000000
2025-06-24,2025-06-24 05:00:00,SPXW,53.42,BEARISH,#fde047,6092.1800,,1.112,0.81452000,106.866,120001.0000000000,64104.0000000000,52214.0000000000,2728.0000000000,955.0000000000
2025-06-25,2025-06-25 05:00:00,SPXW,48.12,,,6092.1600,,0.000,0.96182300,18.085,71478.0000000000,34393.0000000000,33080.0000000000,3074.0000000000,931.0000000000
2025-06-26,2025-06-26 05:00:00,SPXW,46.66,BEARISH,#fde047,6141.0200,,0.802,1.05581000,9.772,96126.0000000000,44848.0000000000,47351.0000000000,3293.0000000000,634.0000000000
2025-06-27,2025-06-27 05:00:00,SPXW,59.46,,,6173.0700,,0.522,0.64435800,-38.970,112765.0000000000,67045.0000000000,43201.0000000000,2139.0000000000,380.0000000000
2025-06-30,2025-06-30 05:00:00,SPXW,53.60,BEARISH,#fde047,6204.9500,,0.516,0.83904800,30.215,174225.0000000000,93376.0000000000,78347.0000000000,2036.0000000000,466.0000000000
2025-07-01,2025-07-01 05:00:00,SPXW,48.89,,,6198.0100,,-0.112,0.95633500,13.979,65539.0000000000,32040.0000000000,30641.0000000000,2526.0000000000,332.0000000000
2025-07-02,2025-07-02 05:00:00,SPXW,54.23,,,6227.4200,,0.475,0.75163000,-21.405,63057.0000000000,34195.0000000000,25702.0000000000,2747.0000000000,413.0000000000
2025-07-03,2025-07-03 05:00:00,SPXW,32.73,BEARISH,#fde047,6279.3500,,0.834,1.92278800,155.816,64346.0000000000,21059.0000000000,40492.0000000000,2088.0000000000,707.0000000000
2025-07-07,2025-07-07 05:00:00,SPXW,46.00,BULLISH,#84cc16,6229.9800,,-0.786,1.08571500,-43.534,109882.0000000000,50551.0000000000,54884.0000000000,2396.0000000000,2051.0000000000
2025-07-08,2025-07-08 05:00:00,SPXW,41.75,,,6225.5200,,-0.072,1.29741700,19.499,61948.0000000000,25866.0000000000,33559.0000000000,1101.0000000000,1422.0000000000
2025-07-09,2025-07-09 05:00:00,SPXW,45.77,,,6263.2600,,0.606,1.11593700,-13.988,68254.0000000000,31241.0000000000,34863.0000000000,1246.0000000000,904.0000000000
2025-07-10,2025-07-10 05:00:00,SPXW,32.35,BEARISH,#fde047,6280.4600,,0.275,1.97829600,77.277,62106.0000000000,20089.0000000000,39742.0000000000,1648.0000000000,627.0000000000
2025-07-11,2025-07-11 05:00:00,SPXW,35.01,BULLISH,#84cc16,6259.7500,,-0.330,1.78861500,-9.588,62529.0000000000,21889.0000000000,39151.0000000000,909.0000000000,580.0000000000
2025-07-14,2025-07-14 05:00:00,SPXW,44.11,,,6268.5600,,0.141,1.18079500,-33.983,67734.0000000000,29879.0000000000,35281.0000000000,1554.0000000000,1020.0000000000
2025-07-15,2025-07-15 05:00:00,SPXW,25.32,,,6243.7600,,-0.396,2.87256300,143.274,80460.0000000000,20371.0000000000,58517.0000000000,763.0000000000,809.0000000000
2025-07-16,2025-07-16 05:00:00,SPXW,44.75,,,6263.7000,,0.319,0.99928300,-65.213,74801.0000000000,33476.0000000000,33452.0000000000,4424.0000000000,3449.0000000000
2025-07-17,2025-07-17 05:00:00,SPXW,56.90,,,6297.3600,,0.537,0.71064400,-28.885,94336.0000000000,53678.0000000000,38146.0000000000,1898.0000000000,614.0000000000
2025-07-18,2025-07-18 05:00:00,SPXW,51.64,BEARISH,#fde047,6296.7900,,-0.009,0.89118800,25.406,75419.0000000000,38948.0000000000,34710.0000000000,1221.0000000000,540.0000000000
2025-07-21,2025-07-21 05:00:00,SPXW,39.63,BEARISH,#fde047,6305.6000,,0.140,1.44744400,62.417,95425.0000000000,37817.0000000000,54738.0000000000,1655.0000000000,1215.0000000000
2025-07-22,2025-07-22 05:00:00,SPXW,52.05,BULLISH,#84cc16,6309.6200,,0.064,0.87556100,-39.510,83774.0000000000,43604.0000000000,38178.0000000000,1530.0000000000,462.0000000000
2025-07-23,2025-07-23 05:00:00,SPXW,61.22,,,6358.9100,,0.781,0.59217400,-32.366,98610.0000000000,60369.0000000000,35749.0000000000,1735.0000000000,757.0000000000
2025-07-24,2025-07-24 05:00:00,SPXW,45.33,BEARISH,#fde047,6363.3500,,0.070,1.09037300,84.131,88046.0000000000,39912.0000000000,43519.0000000000,2956.0000000000,1659.0000000000
2025-07-25,2025-07-25 05:00:00,SPXW,50.80,,,6388.6400,,0.397,0.90499600,-17.001,89914.0000000000,45672.0000000000,41333.0000000000,2408.0000000000,501.0000000000
2025-07-28,2025-07-28 05:00:00,SPXW,48.52,BEARISH,#fde047,6389.7700,,0.018,1.00193300,10.711,88476.0000000000,42928.0000000000,43011.0000000000,1730.0000000000,807.0000000000
2025-07-29,2025-07-29 05:00:00,SPXW,38.55,,,6370.8600,,-0.296,1.51018100,50.727,76443.0000000000,29466.0000000000,44499.0000000000,984.0000000000,1494.0000000000
2025-07-30,2025-07-30 05:00:00,SPXW,60.76,BULLISH,#84cc16,6362.9000,,-0.125,0.50635400,-66.471,58924.0000000000,35801.0000000000,18128.0000000000,2588.0000000000,2407.0000000000
2025-07-31,2025-07-31 05:00:00,SPXW,28.11,,,6339.3900,,-0.369,2.46653800,387.117,66661.0000000000,18738.0000000000,46218.0000000000,920.0000000000,785.0000000000
2025-08-01,2025-08-01 05:00:00,SPXW,45.02,BULLISH,#84cc16,6238.0100,,-1.599,1.11758700,-54.690,67802.0000000000,30522.0000000000,34111.0000000000,650.0000000000,2519.0000000000
2025-08-04,2025-08-04 05:00:00,SPXW,64.49,,,6329.9400,,1.474,0.50838600,-54.510,110847.0000000000,71483.0000000000,36341.0000000000,1268.0000000000,1755.0000000000
2025-08-05,2025-08-05 05:00:00,SPXW,40.64,,,6299.1900,,-0.486,1.38026600,171.500,54142.0000000000,22003.0000000000,30370.0000000000,549.0000000000,1220.0000000000
2025-08-06,2025-08-06 05:00:00,SPXW,64.27,,,6345.0600,,0.728,0.50027900,-63.755,83627.0000000000,53748.0000000000,26889.0000000000,1830.0000000000,1160.0000000000
2025-08-07,2025-08-07 05:00:00,SPXW,54.48,BEARISH,#fde047,6340.0000,,-0.080,0.76139600,52.194,60320.0000000000,32862.0000000000,25021.0000000000,1776.0000000000,661.0000000000
2025-08-08,2025-08-08 05:00:00,SPXW,50.02,BEARISH,#fde047,6389.4500,,0.780,0.91066100,19.604,77513.0000000000,38774.0000000000,35310.0000000000,2420.0000000000,1009.0000000000
2025-08-11,2025-08-11 05:00:00,SPXW,43.06,,,6373.4500,,-0.250,1.22776000,34.821,60428.0000000000,26023.0000000000,31950.0000000000,1233.0000000000,1222.0000000000
2025-08-12,2025-08-12 05:00:00,SPXW,54.38,,,6445.7600,,1.135,0.76711300,-37.519,101703.0000000000,55306.0000000000,42426.0000000000,2477.0000000000,1494.0000000000
2025-08-13,2025-08-13 05:00:00,SPXW,44.62,BEARISH,#fde047,6466.5800,,0.323,1.12575700,46.752,122398.0000000000,54613.0000000000,61481.0000000000,5312.0000000000,992.0000000000
2025-08-14,2025-08-14 05:00:00,SPXW,47.43,,,6468.5400,,0.030,0.92833100,-17.537,53393.0000000000,25325.0000000000,23510.0000000000,4154.0000000000,404.0000000000
2025-08-15,2025-08-15 05:00:00,SPXW,44.67,,,6449.8000,,-0.290,1.16126700,25.092,49609.0000000000,22162.0000000000,25736.0000000000,1077.0000000000,634.0000000000
2025-08-18,2025-08-18 05:00:00,SPXW,50.63,BULLISH,#84cc16,6449.1500,,-0.010,0.94500600,-18.623,73441.0000000000,37186.0000000000,35141.0000000000,428.0000000000,686.0000000000
2025-08-19,2025-08-19 05:00:00,SPXW,40.89,,,6411.3700,,-0.586,1.38531500,46.593,60416.0000000000,24707.0000000000,34227.0000000000,589.0000000000,893.0000000000
2025-08-20,2025-08-20 05:00:00,SPXW,50.59,BULLISH,#84cc16,6395.7800,,-0.243,0.82968000,-40.109,71707.0000000000,36273.0000000000,30095.0000000000,1066.0000000000,4273.0000000000
2025-08-21,2025-08-21 05:00:00,SPXW,52.08,,,6370.1700,,-0.400,0.80607100,-2.846,51362.0000000000,26747.0000000000,21560.0000000000,1667.0000000000,1388.0000000000
2025-08-22,2025-08-22 05:00:00,SPXW,54.73,,,6466.9100,,1.519,0.75348100,-6.524,94485.0000000000,51708.0000000000,38961.0000000000,2592.0000000000,1224.0000000000
2025-08-25,2025-08-25 05:00:00,SPXW,31.67,,,6439.3200,,-0.427,1.99551800,164.840,75391.0000000000,23878.0000000000,47649.0000000000,1708.0000000000,2156.0000000000
2025-08-26,2025-08-26 05:00:00,SPXW,56.58,,,6465.9400,,0.413,0.73020700,-63.408,78669.0000000000,44512.0000000000,32503.0000000000,830.0000000000,824.0000000000
2025-08-27,2025-08-27 05:00:00,SPXW,40.28,BEARISH,#fde047,6481.4000,,0.239,1.36723300,87.239,63488.0000000000,25575.0000000000,34967.0000000000,2043.0000000000,903.0000000000
2025-08-28,2025-08-28 05:00:00,SPXW,51.39,,,6501.8600,,0.316,0.87100100,-36.295,82060.0000000000,42171.0000000000,36731.0000000000,1963.0000000000,1195.0000000000
2025-08-29,2025-08-29 05:00:00,SPXW,50.65,,,6460.2600,,-0.640,0.92001300,5.627,71094.0000000000,36006.0000000000,33126.0000000000,980.0000000000,982.0000000000
2025-09-02,2025-09-02 05:00:00,SPXW,62.34,BULLISH,#84cc16,6415.5400,,-0.692,0.54026600,-41.276,108188.0000000000,67439.0000000000,36435.0000000000,949.0000000000,3365.0000000000
2025-09-03,2025-09-03 05:00:00,SPXW,62.34,,,6448.2600,,0.510,0.55118000,2.020,118019.0000000000,73573.0000000000,40552.0000000000,1073.0000000000,2821.0000000000
2025-09-04,2025-09-04 05:00:00,SPXW,62.37,BEARISH,#fde047,6502.0800,,0.835,0.58052000,5.323,187746.0000000000,117100.0000000000,67979.0000000000,1891.0000000000,776.0000000000
2025-09-05,2025-09-05 05:00:00,SPXW,41.66,,,6481.5000,,-0.317,1.33848000,130.566,102137.0000000000,42549.0000000000,56951.0000000000,1997.0000000000,640.0000000000
2025-09-08,2025-09-08 05:00:00,SPXW,52.33,,,6495.1500,,0.211,0.87015900,-34.989,85226.0000000000,44601.0000000000,38810.0000000000,884.0000000000,931.0000000000
2025-09-09,2025-09-09 05:00:00,SPXW,52.55,,,6512.6100,,0.269,0.87042000,0.030,87369.0000000000,45910.0000000000,39961.0000000000,808.0000000000,690.0000000000
2025-09-10,2025-09-10 05:00:00,SPXW,39.36,BEARISH,#fde047,6532.0400,,0.298,1.40811800,61.775,78740.0000000000,30991.0000000000,43639.0000000000,2868.0000000000,1242.0000000000
2025-09-11,2025-09-11 05:00:00,SPXW,46.00,,,6587.4700,,0.849,1.02199500,-27.421,121674.0000000000,55967.0000000000,57198.0000000000,7068.0000000000,1441.0000000000
2025-09-12,2025-09-12 05:00:00,SPXW,41.48,BEARISH,#fde047,6584.2900,,-0.048,1.32600300,29.747,93067.0000000000,38607.0000000000,51193.0000000000,1854.0000000000,1413.0000000000
2025-09-15,2025-09-15 05:00:00,SPXW,43.46,,,6615.2800,,0.471,1.23081600,-7.178,101830.0000000000,44256.0000000000,54471.0000000000,2005.0000000000,1098.0000000000
2025-09-16,2025-09-16 05:00:00,SPXW,40.92,,,6606.7600,,-0.129,1.28811100,4.655,62914.0000000000,25747.0000000000,33165.0000000000,2044.0000000000,1958.0000000000
2025-09-17,2025-09-17 05:00:00,SPXW,55.05,BULLISH,#84cc16,6600.3500,,-0.097,0.73092500,-43.256,61756.0000000000,33998.0000000000,24850.0000000000,1748.0000000000,1160.0000000000
2025-09-18,2025-09-18 05:00:00,SPXW,40.74,BEARISH,#fde047,6631.9600,,0.479,1.26840800,73.535,80131.0000000000,32648.0000000000,41411.0000000000,4191.0000000000,1881.0000000000
2025-09-19,2025-09-19 05:00:00,SPXW,47.04,,,6664.3600,,0.489,1.06022400,-16.413,109894.0000000000,51690.0000000000,54803.0000000000,1897.0000000000,1504.0000000000
2025-09-22,2025-09-22 05:00:00,SPXW,57.69,,,6693.7500,,0.441,0.69150600,-34.777,128438.0000000000,74102.0000000000,51242.0000000000,2287.0000000000,807.0000000000
2025-09-23,2025-09-23 05:00:00,SPXW,40.64,,,6656.9200,,-0.550,1.38852900,100.798,100339.0000000000,40782.0000000000,56627.0000000000,1613.0000000000,1317.0000000000
2025-09-24,2025-09-24 05:00:00,SPXW,46.66,BULLISH,#84cc16,6637.9700,,-0.285,1.06853300,-23.046,78046.0000000000,36420.0000000000,38916.0000000000,1302.0000000000,1408.0000000000
2025-09-25,2025-09-25 05:00:00,SPXW,46.72,BULLISH,#84cc16,6604.7200,,-0.501,1.00596600,-5.855,72460.0000000000,33856.0000000000,34058.0000000000,1034.0000000000,3512.0000000000
2025-09-26,2025-09-26 05:00:00,SPXW,56.70,,,6643.7000,,0.590,0.72318600,-28.110,89230.0000000000,50590.0000000000,36586.0000000000,1194.0000000000,860.0000000000
2025-09-29,2025-09-29 05:00:00,SPXW,43.12,BEARISH,#fde047,6661.2100,,0.264,1.20648600,66.829,79446.0000000000,34254.0000000000,41327.0000000000,2217.0000000000,1648.0000000000
