ASXCode	TimeFrame	TimeIntervalStart	Open	High	Low	Close	Volume	FirstSale	LastSale	SaleValue	NumOfSale	AverageValuePerTransaction	VWAP	ObservationDate
NQMAIN.US	30M	2026-08-07 09:30:00	29714.0000	29820.0000	29643.7500	29677.2500	74246	NULL	NULL	NULL	58343	NULL	29742.625000	2026-08-07
NQMAIN.US	30M	2026-08-07 10:00:00	29679.5000	29779.5000	29564.5000	29761.2500	61176	NULL	NULL	NULL	47833	NULL	29663.550000	2026-08-07
NQMAIN.US	30M	2026-08-07 10:30:00	29761.0000	29775.0000	29660.0000	29721.0000	41798	NULL	NULL	NULL	32128	NULL	29706.325000	2026-08-07
NQMAIN.US	30M	2026-08-07 11:00:00	29720.2500	29828.7500	29709.0000	29826.7500	28487	NULL	NULL	NULL	20956	NULL	29768.575000	2026-08-07
NQMAIN.US	30M	2026-08-07 11:30:00	29826.0000	29855.2500	29794.2500	29814.0000	24590	NULL	NULL	NULL	17982	NULL	29824.350000	2026-08-07
NQMAIN.US	30M	2026-08-07 12:00:00	29814.7500	29830.0000	29688.7500	29714.0000	22893	NULL	NULL	NULL	17002	NULL	29775.300000	2026-08-07
NQMAIN.US	30M	2026-08-07 12:30:00	29714.0000	29780.7500	29668.7500	29739.5000	24704	NULL	NULL	NULL	17599	NULL	29734.325000	2026-08-07
NQMAIN.US	30M	2026-08-07 13:00:00	29739.7500	29768.0000	29726.2500	29747.5000	13712	NULL	NULL	NULL	9965	NULL	29748.300000	2026-08-07
NQMAIN.US	30M	2026-08-07 13:30:00	29747.5000	29764.2500	29727.0000	29743.2500	10074	NULL	NULL	NULL	7194	NULL	29747.250000	2026-08-07
NQMAIN.US	30M	2026-08-07 14:00:00	29743.5000	29754.7500	29702.7500	29705.7500	10908	NULL	NULL	NULL	7765	NULL	29729.175000	2026-08-07
NQMAIN.US	30M	2026-08-07 14:30:00	29705.5000	29729.0000	29676.5000	29725.0000	12505	NULL	NULL	NULL	8939	NULL	29701.025000	2026-08-07
NQMAIN.US	30M	2026-08-07 15:00:00	29725.2500	29823.0000	29723.0000	29811.0000	20547	NULL	NULL	NULL	14592	NULL	29786.975000	2026-08-07
NQMAIN.US	30M	2026-08-07 15:30:00	29811.2500	29860.2500	29772.2500	29834.0000	33520	NULL	NULL	NULL	21664	NULL	29817.275000	2026-08-07
NQMAIN.US	30M	2026-08-07 16:00:00	29833.7500	29850.7500	29803.7500	29805.0000	10426	NULL	NULL	NULL	7027	NULL	29826.500000	2026-08-07
NQMAIN.US	30M	2026-08-07 16:30:00	29805.5000	29845.0000	29802.5000	29839.5000	3470	NULL	NULL	NULL	2253	NULL	29820.000000	2026-08-07
NQMAIN.US	30M	2026-08-06 00:00:00	29582.2500	29599.7500	29535.5000	29585.0000	2399	NULL	NULL	NULL	1916	NULL	29568.975000	2026-08-06
NQMAIN.US	30M	2026-08-06 00:30:00	29585.7500	29600.0000	29541.7500	29574.7500	1979	NULL	NULL	NULL	1670	NULL	29565.275000	2026-08-06
NQMAIN.US	30M	2026-08-06 01:00:00	29575.2500	29596.2500	29558.0000	29580.0000	1840	NULL	NULL	NULL	1540	NULL	29579.200000	2026-08-06
NQMAIN.US	30M	2026-08-06 01:30:00	29579.7500	29583.7500	29544.2500	29580.7500	2332	NULL	NULL	NULL	1931	NULL	29562.725000	2026-08-06
NQMAIN.US	30M	2026-08-06 02:00:00	29580.0000	29581.7500	29485.0000	29547.2500	4676	NULL	NULL	NULL	3434	NULL	29520.975000	2026-08-06
NQMAIN.US	30M	2026-08-06 02:30:00	29546.5000	29548.7500	29486.2500	29523.0000	2810	NULL	NULL	NULL	2183	NULL	29511.275000	2026-08-06
NQMAIN.US	30M	2026-08-06 03:00:00	29520.2500	29563.0000	29506.7500	29536.5000	3298	NULL	NULL	NULL	2620	NULL	29538.900000	2026-08-06
NQMAIN.US	30M	2026-08-06 03:30:00	29536.5000	29541.0000	29500.7500	29507.2500	2367	NULL	NULL	NULL	1852	NULL	29517.850000	2026-08-06
NQMAIN.US	30M	2026-08-06 04:00:00	29507.2500	29525.7500	29443.7500	29508.2500	5031	NULL	NULL	NULL	3847	NULL	29479.000000	2026-08-06
NQMAIN.US	30M	2026-08-06 04:30:00	29509.5000	29532.5000	29490.2500	29517.2500	2964	NULL	NULL	NULL	2303	NULL	29512.000000	2026-08-06
NQMAIN.US	30M	2026-08-06 05:00:00	29517.2500	29517.2500	29437.5000	29482.5000	3021	NULL	NULL	NULL	2363	NULL	29469.925000	2026-08-06
NQMAIN.US	30M	2026-08-06 05:30:00	29482.0000	29531.0000	29475.7500	29526.7500	1976	NULL	NULL	NULL	1480	NULL	29502.550000	2026-08-06
NQMAIN.US	30M	2026-08-06 06:00:00	29526.7500	29533.7500	29494.2500	29517.0000	2017	NULL	NULL	NULL	1551	NULL	29514.450000	2026-08-06
NQMAIN.US	30M	2026-08-06 06:30:00	29517.5000	29519.5000	29468.0000	29484.5000	2712	NULL	NULL	NULL	1881	NULL	29485.925000	2026-08-06
NQMAIN.US	30M	2026-08-06 07:00:00	29484.5000	29488.5000	29364.7500	29469.2500	8402	NULL	NULL	NULL	6084	NULL	29421.275000	2026-08-06
NQMAIN.US	30M	2026-08-06 07:30:00	29469.5000	29516.5000	29438.0000	29467.2500	7269	NULL	NULL	NULL	5044	NULL	29480.350000	2026-08-06
NQMAIN.US	30M	2026-08-06 08:00:00	29466.0000	29476.5000	29387.5000	29432.5000	7493	NULL	NULL	NULL	5291	NULL	29425.075000	2026-08-06
NQMAIN.US	30M	2026-08-06 08:30:00	29430.0000	29463.5000	29389.5000	29399.5000	6237	NULL	NULL	NULL	4908	NULL	29427.300000	2026-08-06
NQMAIN.US	30M	2026-08-06 09:00:00	29400.2500	29404.5000	29326.2500	29334.5000	13113	NULL	NULL	NULL	9907	NULL	29356.150000	2026-08-06
NQMAIN.US	30M	2026-08-06 09:30:00	29335.0000	29551.0000	29241.2500	29527.2500	79986	NULL	NULL	NULL	61502	NULL	29425.250000	2026-08-06
NQMAIN.US	30M	2026-08-06 10:00:00	29528.2500	29667.0000	29488.0000	29587.0000	50372	NULL	NULL	NULL	38928	NULL	29586.350000	2026-08-06
NQMAIN.US	30M	2026-08-06 10:30:00	29589.0000	29659.2500	29533.7500	29656.7500	40994	NULL	NULL	NULL	31762	NULL	29594.325000	2026-08-06
NQMAIN.US	30M	2026-08-06 11:00:00	29656.5000	29686.2500	29564.2500	29608.5000	34682	NULL	NULL	NULL	25505	NULL	29628.850000	2026-08-06
NQMAIN.US	30M	2026-08-06 11:30:00	29608.2500	29628.0000	29506.0000	29516.2500	34826	NULL	NULL	NULL	25946	NULL	29565.475000	2026-08-06
NQMAIN.US	30M	2026-08-06 12:00:00	29515.7500	29542.7500	29448.5000	29471.5000	30249	NULL	NULL	NULL	22910	NULL	29493.675000	2026-08-06
NQMAIN.US	30M	2026-08-06 12:30:00	29472.2500	29558.5000	29462.2500	29556.5000	21138	NULL	NULL	NULL	15929	NULL	29503.525000	2026-08-06
NQMAIN.US	30M	2026-08-06 13:00:00	29557.2500	29574.2500	29512.2500	29527.7500	16907	NULL	NULL	NULL	12784	NULL	29542.875000	2026-08-06
NQMAIN.US	30M	2026-08-06 13:30:00	29526.7500	29543.0000	29493.7500	29529.0000	13737	NULL	NULL	NULL	10242	NULL	29517.450000	2026-08-06
NQMAIN.US	30M	2026-08-06 14:00:00	29529.0000	29575.5000	29498.5000	29556.5000	16866	NULL	NULL	NULL	12760	NULL	29542.025000	2026-08-06
NQMAIN.US	30M	2026-08-06 14:30:00	29556.5000	29561.0000	29500.5000	29515.5000	12923	NULL	NULL	NULL	9629	NULL	29525.675000	2026-08-06
NQMAIN.US	30M	2026-08-06 15:00:00	29515.7500	29570.2500	29496.5000	29509.0000	16708	NULL	NULL	NULL	12496	NULL	29537.325000	2026-08-06
NQMAIN.US	30M	2026-08-06 15:30:00	29508.0000	29545.5000	29475.0000	29497.2500	30920	NULL	NULL	NULL	21964	NULL	29504.750000	2026-08-06
NQMAIN.US	30M	2026-08-06 16:00:00	29496.7500	29552.0000	29482.7500	29492.5000	12458	NULL	NULL	NULL	8123	NULL	29527.300000	2026-08-06
NQMAIN.US	30M	2026-08-06 16:30:00	29492.5000	29506.2500	29480.2500	29504.2500	2899	NULL	NULL	NULL	2174	NULL	29494.675000	2026-08-06
